,id,name,release_date,artist_id,genre
829,1tsNAUQqofHrnlezRK8D5R,MTV Unplugged In New York (25th Anniversary),2019-11-01,6olE6TJLqED3rqDCT0FyPh,rock
830,4Sdfp3NL90GZoYYwLmhk0H,Live And Loud,2019-07-26,6olE6TJLqED3rqDCT0FyPh,rock
831,5A7qhg1w3J1GVoPPTChYCF,Live At The Paramount,2019-04-12,6olE6TJLqED3rqDCT0FyPh,rock
832,1B61NzknoGqafMfKLY7QtZ,Scaled And Icy (Livestream Version),2021-11-19,3YQKmKGau1PzlVlkL1iodx,rock
833,0Q5XBpCYFgUWiG9DUWyAmJ,Scaled And Icy,2021-05-21,3YQKmKGau1PzlVlkL1iodx,rock
834,621cXqrTSSJi1WqDMSLmbL,Trench,2018-10-05,3YQKmKGau1PzlVlkL1iodx,rock
835,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,3YQKmKGau1PzlVlkL1iodx,rock
837,2MlgtDuxXXz8c8Toc9kKTd,Believers Never Die (Volume Two),2019-11-15,4UXqAaa6dQYAk18Lv7PEgX,rock
838,16xtTZvPH6PXcwSqYqJHHG,MANIA,2018-01-19,4UXqAaa6dQYAk18Lv7PEgX,rock
839,6oJ0SrvNRQMBgUAlJfoYa4,Make America Psycho Again,2015-10-30,4UXqAaa6dQYAk18Lv7PEgX,rock
840,6ApYSpXF8GxZAgBTHDzYge,Pray for the Wicked,2018-06-22,20JZFwl6HVl6yg8a4H3ZqK,rock
841,2VnKzCESTePshnbUALlDt2,All My Friends We're Glorious: Death of a Bachelor Tour Live,2017-12-15,20JZFwl6HVl6yg8a4H3ZqK,rock
842,6twKQ0EsUJHVlAr6XBylrj,Death of a Bachelor,2016-01-15,20JZFwl6HVl6yg8a4H3ZqK,rock
843,1hxraaWEf3wFnJxADf8Dge,"Too Weird to Live, Too Rare to Die!",2013-10-04,20JZFwl6HVl6yg8a4H3ZqK,rock
844,14lyTFvaZm7aI7Uzbj1dKt,Vices & Virtues,2011-03-22,20JZFwl6HVl6yg8a4H3ZqK,rock
845,2xN0wgTbW59a0njXAi7Kme,"Veterans Memorial Auditorium, Columbus, Ohio September 10th 1978",2021-05-06,711MCceyCBcFnzjGY4Q7Un,rock
846,3bTNxJYk2bwdWBMtrjBxb0,POWER UP,2020-11-13,711MCceyCBcFnzjGY4Q7Un,rock
847,6OwvO40ahugJE5PH4TjqTg,Rock or Bust,2014-11-28,711MCceyCBcFnzjGY4Q7Un,rock
848,4H6JMsvxmh0U7VBYiWiyLa,Live at River Plate,2012-11-19,711MCceyCBcFnzjGY4Q7Un,rock
849,7qVfz4UGONwEd5nQjj0ESN,Black Ice,2008-10-20,711MCceyCBcFnzjGY4Q7Un,rock
850,4nFLLh5qSlp2z2FuLpVERX,50 Years of the Piano Man,2022-04-08,6zFYqv1mOsgBRQbae3JJ9e,rock
851,0Zck2cwH8sMBTRoqIODlmu,A Matter of Trust - The Bridge to Russia: The Music (Live),2014-05-19,6zFYqv1mOsgBRQbae3JJ9e,rock
852,4zziqp3wOBkfWmxwlILVBZ,Live At Shea Stadium,2011-03-08,6zFYqv1mOsgBRQbae3JJ9e,rock
853,58UpluZ9XMHS7xSyX8E6D2,12 Gardens Live,2006-06-13,6zFYqv1mOsgBRQbae3JJ9e,rock
854,1Cd4dgqPV6aG4cuYVpJR6L,2000 Years - The Millennium Concert,2000-05-02,6zFYqv1mOsgBRQbae3JJ9e,rock
855,794M3R461sLnY042CsB3xW,Where We Started,2022-04-01,6x2LnllRG5uGarZMsD4iO8,rock
856,7lzkTI4eeOk55C0kMj5waG,Country Again (Side A / Big Machine Radio Release Special),2021-04-30,6x2LnllRG5uGarZMsD4iO8,rock
857,5gnWhEFNbtCn0RLG2cp90g,Center Point Road,2019-05-31,6x2LnllRG5uGarZMsD4iO8,rock
858,6VH2op0GKIl3WNTbZmmcmI,The Complete BBC Sessions (Remastered),2016-09-16,36QJpDe2go2KgaRleHCDTp,rock
859,23FJTTzUIUjhmimOE2CTX2,Physical Graffiti (Deluxe Edition),2015-02-24,36QJpDe2go2KgaRleHCDTp,rock
860,0kTe1sQd9yhDsdG2Zth7X6,Celebration Day,2012-11-19,36QJpDe2go2KgaRleHCDTp,rock
861,4wExFfncaUIqSgoxnqa3Eh,Mothership (Remastered),2007,36QJpDe2go2KgaRleHCDTp,rock
862,3otvl9PN3kOgk5uwAh1CBL,How the West Was Won (Remaster),2003-05-27,36QJpDe2go2KgaRleHCDTp,rock
863,7h5xn0Olvx2p0eQcSt1Osy,Metallica (Remastered Deluxe Box Set),2021-09-10,2ye2Wgw4gimLv2eAKyk1NB,rock
864,7Hc3m7konwS0ugyN8vJhNg,S&M2,2020-08-28,2ye2Wgw4gimLv2eAKyk1NB,rock
865,1y2AzG31F4CuCKQ1rpIzaI,OK ORCHESTRA,2021-03-26,6s22t5Y3prQHyaHWUN1R1C,rock
866,4N9EiC0CRRh8CQMBepM3p7,Live From The Forum MMXVIII,2020-10-16,0ECwFtbIWEVNwjlrfc6xoL,rock
867,2cWtnFvM7BmyQG1ojQDcCT,Long Road out of Eden,2007-10-30,0ECwFtbIWEVNwjlrfc6xoL,rock
868,22iX205pYu4YLGv5ANZsMT,Long Road Out Of Eden,2007-01-01,0ECwFtbIWEVNwjlrfc6xoL,rock
869,2Tz88LCwtg5sli8x2YjJyF,Hell Freezes Over (Remaster 2018),1994-11-08,0ECwFtbIWEVNwjlrfc6xoL,rock
870,04ZCu8OHFUgbf9Ko0bOSZ2,Eagles Live,1980-11-07,0ECwFtbIWEVNwjlrfc6xoL,rock
871,2FfewmvnA0wctMD64KjOxP,Dream Widow,2022-03-25,7jy3rLJdDQY21OgRLCZ9sD,rock
872,5dwE5WlG6ppaIVJOGQnVOk,ライヴ・イン・ジャーマニー 2000 (ライブ),2021-12-20,7jy3rLJdDQY21OgRLCZ9sD,rock
873,50QMS2zosvUxhucf6zMRUy,Dee Gees / Hail Satin - Foo Fighters / Live,2021-07-19,7jy3rLJdDQY21OgRLCZ9sD,rock
874,2VuZJsJBPLwg9BeQFQle8G,Social Cues,2019-04-19,26T3LtbuGT1Fu9m0eRq5X3,rock
875,4zpN41aGAYPWX3dzE19rH7,Unpeeled,2017-07-28,26T3LtbuGT1Fu9m0eRq5X3,rock
876,0nW0w37lrQ87k7PLZvC4qJ,Tell Me I'm Pretty,2015-12-18,26T3LtbuGT1Fu9m0eRq5X3,rock
877,5nJ9B1KiydXoYWAcyqlG76,Melophobia,2013-10-08,26T3LtbuGT1Fu9m0eRq5X3,rock
878,444RtK8RqcIODjfyaWTuhi,Live At The El Mocambo,2022-05-13,22bE4uQ6baNwSHPVcDxLCe,rock
879,3RWlnnrGMHsNWrgRXPUESk,Tattoo You (Super Deluxe),2021-10-22,22bE4uQ6baNwSHPVcDxLCe,rock
880,7fvR1o3KGJo6c88O6GtSNI,A Bigger Bang (Live),2021-07-09,22bE4uQ6baNwSHPVcDxLCe,rock
881,6swxj0Kz3uftYXdIrnmIEY,Steel Wheels Live,2020-09-25,22bE4uQ6baNwSHPVcDxLCe,rock
882,6ofEQubaL265rIW6WnCU8y,KID A MNESIA,2021-11-05,4Z8W4fKeB5YxbusRsdQVPb,rock
883,0tzfI6NFJqcJkWb23R3lRZ,OK Computer OKNOTOK 1997 2017,2017-06-23,4Z8W4fKeB5YxbusRsdQVPb,rock
884,2ix8vWvvSp2Yo7rKMiWpkg,A Moon Shaped Pool,2016-05-08,4Z8W4fKeB5YxbusRsdQVPb,rock
885,566osTxDsfrtdBxPDMGufx,TKOL RMX 1234567,2011-10-10,4Z8W4fKeB5YxbusRsdQVPb,rock
886,3P17levwUPzmFfLYdAK3A7,The King Of Limbs,2011-02-18,4Z8W4fKeB5YxbusRsdQVPb,rock
887,1IwWcySO6hKQ8dsFVtJfz4,Honky Tonk Time Machine,2019-03-29,5vngPClqofybhPERIqQMYd,rock
888,0fUTBWVkqM9Ai7HV4RnWRd,Strait Out Of The Box: Part 2,2017-12-01,5vngPClqofybhPERIqQMYd,rock
889,2QTMMjc4u72JCt3lVRQxjy,Cold Beer Conversation,2015-09-25,5vngPClqofybhPERIqQMYd,rock
890,2L2L5dwy8JCw6zqslBaASk,The Cowboy Rides Away: Live From AT&T Stadium,2014-09-16,5vngPClqofybhPERIqQMYd,rock
891,6x34EsqQVo0L52bOyzwre2,The Cowboy Rides Away - The Definitive Collection,2014-08-08,5vngPClqofybhPERIqQMYd,rock
892,40k9SQza14dxbpquDk1SOz,Little Dark Age (Matthew Dear Album Remix),2018-09-28,0SwO7SWeDHJijQ3XNS7xEE,rock
893,7GjVWG39IOj4viyWplJV4H,Little Dark Age,2018-02-09,0SwO7SWeDHJijQ3XNS7xEE,rock
894,5r8BetLXjuS9eHvDjjHXHo,MGMT,2013-09-18,0SwO7SWeDHJijQ3XNS7xEE,rock
896,6WwUrcprP7x5lVeJZeHCkd,Congratulations,2011-02-11,0SwO7SWeDHJijQ3XNS7xEE,rock
897,56jhCxU4IQs54Od4ariSaY,Live At Woodstock,2019-08-02,3IYUhFvPQItj6xySrBmZkd,rock
898,61MgZIlIkgU1Fb4P9MUV2g,The Concert,1980-12,3IYUhFvPQItj6xySrBmZkd,rock
899,6s22OUJ3b1y5NRQ3BPZLZw,Live In Europe,1973-10-16,3IYUhFvPQItj6xySrBmZkd,rock
900,4HirIvj3y4Ok3o2MCZtdfB,Mardi Gras,1972-04-11,3IYUhFvPQItj6xySrBmZkd,rock
901,6rR5Mgi4qI1quV0OuXbBP5,Pendulum (Expanded Edition),1970-12-07,3IYUhFvPQItj6xySrBmZkd,rock
902,4MRgsu0MBuBHzMhTLBgnNz,Soul,2021-04-23,2IvkS5MXK0vPGnwyJsrEyV,rock
903,5aWReU8nqP0WiJPRwiNTyt,Heart,2021-04-16,2IvkS5MXK0vPGnwyJsrEyV,rock
904,6TKll42LRpYtifeJcNmifp,61 Days In Church Volume 5,2019-05-24,2IvkS5MXK0vPGnwyJsrEyV,rock
905,5TjDN2hfsgNWVtP8Ew56Xx,Desperate Man,2018-10-05,2IvkS5MXK0vPGnwyJsrEyV,rock
906,2L0l15IHZ1bGkdfzQdmKVV,61 Days In Church Volume 4,2017-12-29,2IvkS5MXK0vPGnwyJsrEyV,rock
907,3HAqDprp8YxHEguHkCcfOC,The Comeback,2021-10-15,6yJCxee7QumYr820xdIsjo,rock
908,3PzVbo0ulFYswlyRCaW8ZG,The Owl,2019-09-20,6yJCxee7QumYr820xdIsjo,rock
909,5LRfS1XH7dItLBnRfzcXtH,Welcome Home,2017-05-12,6yJCxee7QumYr820xdIsjo,rock
910,57swcWc8EB0XLOALIG6hCu,JEKYLL + HYDE,2015-04-28,6yJCxee7QumYr820xdIsjo,rock
911,0e3gB86vKBM9XtA6hVBDGj,Chicago 1976 - Live American Radio Broadcast,2022-04-15,0rvjqX7ttXeg3mTy8Xscbt,rock
912,0TxlT7lB8gEFSxF5oEnw20,Rollin' On (Live 1981),2021-01-31,0rvjqX7ttXeg3mTy8Xscbt,rock
913,1dtFU2r4U7u0oDydMdSlLr,Live From Sausalito '75 (KSAN Broadcast Remastered),2020-08-13,0rvjqX7ttXeg3mTy8Xscbt,rock
914,7qUqT7byGd9CvuuR2SaI8p,ライヴ・アット・武道館1983 (Live),2018-05-25,0rvjqX7ttXeg3mTy8Xscbt,rock
915,7wV6OWKC33FFXZCb8BHAqm,Escape+7,2017-01-18,0rvjqX7ttXeg3mTy8Xscbt,rock
916,2xkZV2Hl1Omi8rk2D7t5lN,The New Abnormal,2020-04-10,0epOFNiUfyON9EYx7Tpr6V,rock
917,4WnkQO4xD9ljQooB3VIxCV,Comedown Machine,2013-03-25,0epOFNiUfyON9EYx7Tpr6V,rock
918,6Jx4cGhWHewTcfKDJKguBQ,Angles,2011-03-21,0epOFNiUfyON9EYx7Tpr6V,rock
919,6jb1VsNC9eH2A1PnHUZJkC,First Impressions Of Earth,2006-01-03,0epOFNiUfyON9EYx7Tpr6V,rock
920,0NFcvZO9xMAnYhPn3sfhBp,Toy (Toy:Box),2022-01-07,0oSGxfWSnnOXhD2fKuz2Gy,rock
921,0zL2nmuAvTxYOdQ5iqTTIV,Brilliant Adventure (1992 – 2001),2021-11-26,0oSGxfWSnnOXhD2fKuz2Gy,rock
922,05uqcnORTiDNi7AxDIwwxV,At The Kit Kat Klub (Live New York 99),2021-04-02,0oSGxfWSnnOXhD2fKuz2Gy,rock
923,4pnC0csjiPwmrt3Z21tKc3,Something In The Air (Live Paris 99),2021-03-12,0oSGxfWSnnOXhD2fKuz2Gy,rock
924,0cqnZacz49P3vjP6bq3cdj,Look At The Moon! (Live Phoenix Festival 97),2021-02-12,0oSGxfWSnnOXhD2fKuz2Gy,rock
925,2NHwRObEyab5p4DA6tScNY,SURVIVORS GUILT: THE MIXTAPE//,2021-06-11,4exLIFE8sISLr28sqG1qNX,rock
926,3Y64kUPdUy17zHslmhYniR,Might Not Make It,2020-10-16,4exLIFE8sISLr28sqG1qNX,rock
927,47dB9HchmU1kBIi8J5OyeU,RAWTHER,2017-03-10,4exLIFE8sISLr28sqG1qNX,rock
928,7yGhzQHa5e45VI0zqQjvbq,Give The Drummer Some (Deluxe),2011-01-01,4exLIFE8sISLr28sqG1qNX,rock
929,79374TlgGM42y0R0z5LDxv,Heartache Medication (Deluxe Version),2020-10-02,4MoAOfV4ROWofLG3a3hhBN,rock
930,01AWRFHGz9ioWiPcFgqGrv,Rancho Fiesta Sessions,2020-08-14,4MoAOfV4ROWofLG3a3hhBN,rock
931,2ny0Q7DWoI2GH1TlQTuBdD,Heartache Medication,2019-09-27,4MoAOfV4ROWofLG3a3hhBN,rock
932,1DTBcVfk3zXPHRmgpY6rFZ,California Sunrise,2016-05-13,4MoAOfV4ROWofLG3a3hhBN,rock
933,06gZYBNkDbO8Rl36rbMvkW,Write You A Song,2014-01-01,4MoAOfV4ROWofLG3a3hhBN,rock
934,7zhKZcqIJkkeqrswshd15r,Hey World,2020-11-20,5Zq7R5qmi58ByYyBQTlNuk,rock
935,3GyH4lUfzEkbxlaW5xTYYL,Lee Brice,2017-11-03,5Zq7R5qmi58ByYyBQTlNuk,rock
936,2XIhZ9IjqoIN5V6dfKHzCn,I Don't Dance (Deluxe Edition),2014-09-09,5Zq7R5qmi58ByYyBQTlNuk,rock
937,0RnVSSUbSBEjk5MlQZhYYP,Hard 2 Love,2012-04-24,5Zq7R5qmi58ByYyBQTlNuk,rock
938,0Iybpv18tfdTUqJ6mhhZb8,Love Like Crazy,2010-06-08,5Zq7R5qmi58ByYyBQTlNuk,rock
939,75cuk2fS8mTSJB0GkA72wM,Nothing Comes Easy 1991-2012,2021-07-02,4MVyzYMgTwdP7Z49wAZHx0,rock
940,5yRDcd3RCAD4IdSzXbt38p,Last of the Street Survivors Farewell Tour Lyve!,2019-11-01,4MVyzYMgTwdP7Z49wAZHx0,rock
941,3YjbT2zJYWXK8isSS5ouR8,Live in Atlantic City,2018-09-28,4MVyzYMgTwdP7Z49wAZHx0,rock
943,0e1WaSNDZnoPixaxDNdWo4,POST HUMAN: SURVIVAL HORROR,2020-10-30,1Ffb6ejR6Fe5IamqA5oRUF,rock
946,6yC6aLzX5knhWpKDidwxft,Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO,2019-12-27,1Ffb6ejR6Fe5IamqA5oRUF,rock
947,04mkS7FooK8fRbB626T9NR,amo,2019-01-25,1Ffb6ejR6Fe5IamqA5oRUF,rock
948,4drZZN0HTkJzcdlPmmQyqG,EXPLOSIONS,2022-05-06,2xiIXseIJcq3nG7C8fHeBj,rock
949,3e8KUqPO1wRmwqAxENX38s,Outsider,2018-03-09,2xiIXseIJcq3nG7C8fHeBj,rock
950,6y3k5cDgNxAEV6u3bmSPLK,Human,2015-06-24,2xiIXseIJcq3nG7C8fHeBj,rock
952,1amiX0yqQQ4ZeY6NajMwq4,Transit Of Venus,2012-10-02,2xiIXseIJcq3nG7C8fHeBj,rock
953,1TEsUEdGcXTXyRmqv3u2iO,1971: The Road Starts Hear,2022-04-08,7Ey4PD4MYsKc5I2dolUwbH,rock
954,4BIqKd9u4f5lf58wkYXO4J,Japan Calling,2022-02-18,7Ey4PD4MYsKc5I2dolUwbH,rock
955,0GdlaIlt3ZT2ADIuJCQYMg,"Hampton Civic Center, Va on November 16th 1987",2021-05-06,7Ey4PD4MYsKc5I2dolUwbH,rock
956,6r2NotG03W2zBMhwKHAOtF,ライヴ・アット・ウッドストック・フェスティヴァル1994 (Live),2020-05-01,7Ey4PD4MYsKc5I2dolUwbH,rock
957,48hFAR8aql1QHCJWNmYiUX,ライヴ1975/1980 ~キング・ビスケット・フラワー・アワー~ (Live) [Remastered],2017-12-22,7Ey4PD4MYsKc5I2dolUwbH,rock
958,3T0iEi5WFKzbsq14V9wYCK,Hypnotize,2005-11-22,5eAWCfyUhZtHHtBdNk56l1,rock
960,0cn6MHyx4YuZauaB7Pb66o,Mezmerize,2005-05-17,5eAWCfyUhZtHHtBdNk56l1,rock
961,57KFwKnC0ZjaIQGnhE7ops,White Pony (20th Anniversary Deluxe Edition),2020-12-11,6Ghvu1VvMGScGpOUJBAHNH,rock
962,0VEFy5MsBiq0u2lWL0OwOd,Ohms,2020-09-25,6Ghvu1VvMGScGpOUJBAHNH,rock
963,3tsXyEbUQehXPaRFCS8K1n,Gore,2016-04-08,6Ghvu1VvMGScGpOUJBAHNH,rock
964,4PIVdqvL1Rc7T7Vfsr8n8Q,Koi No Yokan,2012-11-09,6Ghvu1VvMGScGpOUJBAHNH,rock
965,0suNLpB9xraAv1FcdlITjQ,Chinese Democracy,2008-11-23,3qm84nBOXUEQ2vnTfUTTFC,rock
966,4ieR19hRkKeE81CalJPQNu,The Spaghetti Incident?,1993-11-23,3qm84nBOXUEQ2vnTfUTTFC,rock
967,00eiw4KOJZ7eC3NBEpmH4C,Use Your Illusion II,1991-09-18,3qm84nBOXUEQ2vnTfUTTFC,rock
968,0CxPbTRARqKUYighiEY9Sz,Use Your Illusion I,1991-09-17,3qm84nBOXUEQ2vnTfUTTFC,rock
969,1RCAG3LrDwYsNU5ZiUJlWi,G N' R Lies,1988-11-29,3qm84nBOXUEQ2vnTfUTTFC,rock
970,6jyVmM4JOjBSzJqSa4fRaI,CYR,2020-11-27,40Yq4vzPs9VNUrIBG5Jr2i,rock
971,4WTrJgDCielgw36QkDqyeg,"SHINY AND OH SO BRIGHT, VOL. 1 / LP: NO PAST. NO FUTURE. NO SUN.",2018-11-16,40Yq4vzPs9VNUrIBG5Jr2i,rock
972,06Z1pfDp7Ujg6MkK7dKbnh,Monuments to an Elegy,2014-12-08,40Yq4vzPs9VNUrIBG5Jr2i,rock
973,6mpcR3BhEw39pZGVMCKS5e,RKS! Live From Athens Georgia,2021-08-13,4hz8tIajF2INpgM0qzPJz2,rock
974,7vXiklrUeffx5o2F8VYwm3,"How to: Friend, Love, Freefall",2018-04-06,4hz8tIajF2INpgM0qzPJz2,rock
975,2aaWMtuGxw17AZpKhZGdXQ,RKS,2015-04-25,4hz8tIajF2INpgM0qzPJz2,rock
976,4lGNpgFI67TUq5BMfnPe3Z,Seven + Mary,2013-11-19,4hz8tIajF2INpgM0qzPJz2,rock
977,1YBO4zKTVcNxP1VREsBc3h,Work Out,2022-04-06,4hz8tIajF2INpgM0qzPJz2,rock
978,0EDeVZArn8ZSMKPLw240Ow,Blood From A Stone (Live 1992),2022-04-05,64tNsm6TnZe2zpcMVMOoHL,rock
979,4AAPRl8BKlsIVC5aeedlBv,Rainier Fog,2018-08-24,64tNsm6TnZe2zpcMVMOoHL,rock
980,1NeunhIyCq0jkezLbOyKDM,The Devil Put Dinosaurs Here,2013-05-13,64tNsm6TnZe2zpcMVMOoHL,rock
981,45kmKJ7Ola9H7nQlKQgeBC,Black Gives Way To Blue,2009-01-01,64tNsm6TnZe2zpcMVMOoHL,rock
982,3YAidBiP3mJaeOV02C5LUm,New Year's Eve '82 (Live),2022-03-04,4TMHGUX5WI7OOm53PqSDAT,rock
983,64JMuMdxks92vuh9BVoJAI,Shakedown New York,2021-12-10,4TMHGUX5WI7OOm53PqSDAT,rock
984,0DS10mXgRXMkkQSxGpfADQ,"Fox Theatre, St. Louis, MO (12/10/71) [Live]",2021-10-01,4TMHGUX5WI7OOm53PqSDAT,rock
985,3kMxm04sEdG5qzVA3ZOGmH,Grateful Dead (Skull & Roses) [50th Anniversary Expanded Edition] [Live],2021-06-25,4TMHGUX5WI7OOm53PqSDAT,rock
986,0TiM74dfFS8Wj1MGT1gE9q,"Capitol Theatre, Passaic, NJ (Live 11/24/78)",2020-12-16,4TMHGUX5WI7OOm53PqSDAT,rock
987,4OAET9jwMLVkoiciXfXRRT,Give Me The Future (Deluxe Edition),2022-02-07,7EQ0qTo7fWT7DPxmxtSYEc,pop
988,2A3BFOsrRHn0VQuafW2zYs,Give Me The Future,2022-02-04,7EQ0qTo7fWT7DPxmxtSYEc,pop
989,2ZTutAjJEBw4mA5t4Edg1d,Doom Days (This Got Out Of Hand Edition),2019-12-06,7EQ0qTo7fWT7DPxmxtSYEc,pop
990,0a4R67uk3jP90Y4F6QYTpV,Latest Record Project Volume I,2021-05-07,44NX2ffIYHr6D4n7RaZF7A,rock
991,1ExY7w26AvftK7hvN6hPpV,ライヴ・イン・ニューヨーク1978 (Live),2020-06-11,44NX2ffIYHr6D4n7RaZF7A,rock
992,2QKApkLOt4q6RvlYLCcgoj,Three Chords And The Truth (Expanded Edition) [Deluxe],2019-11-29,44NX2ffIYHr6D4n7RaZF7A,rock
993,1tjlXYBSBB2YGvvz7ORoAY,Three Chords And The Truth,2019-10-25,44NX2ffIYHr6D4n7RaZF7A,rock
994,7J0BUlxogdpZAtuZnhomb0,Requiem,2022-02-04,3RNrq3jvMZxD9ZyoOZbQOD,rock
995,6mWsWVsfWpoZ2d6uxm1ND1,The Nothing,2019-09-13,3RNrq3jvMZxD9ZyoOZbQOD,rock
996,4RjHOlFpX2rHqsViJa0fSn,The Serenity of Suffering (Deluxe),2016-10-21,3RNrq3jvMZxD9ZyoOZbQOD,rock
997,4nZK0mIT7u5eRKYtyil1e1,Marigold Sky,2022-03-25,77tT1kLj6mCWtFNqiOmP9H,rock
998,2JKuZz5wuyejAaek0Nv92A,Automatic Action (Live '85),2021-10-26,77tT1kLj6mCWtFNqiOmP9H,rock
999,0uwkFcFatexNEpcEOptDFA,Masterpieces: Early Years,2021-05-20,77tT1kLj6mCWtFNqiOmP9H,rock
1000,6HtN0R4RzGM8ILAYkkPYRp,Lean And Hungry (Live Chicago '83),2021-02-15,77tT1kLj6mCWtFNqiOmP9H,rock
1001,0o5xjCboti8vXhdoUG9LYi,Notes On A Conditional Form,2020-05-22,3mIj9lX2MWuHmhNCA7LSCW,pop
1002,6PWXKiakqhI17mTYM4y6oY,A Brief Inquiry Into Online Relationships,2018-11-30,3mIj9lX2MWuHmhNCA7LSCW,pop
1003,4BjDDZlAEmOcwk93K3xANV,"DH00278 (Live from The O2, London. 16.12.16)",2017-12-15,3mIj9lX2MWuHmhNCA7LSCW,pop
1004,4wIX07SiESzMbSLCK3qCWQ,Misadventures,2016-05-13,4iJLPqClelZOBCBifm8Fzv,rock
1005,6F05ZwnERzhfJ7KNVq6fsU,Selfish Machines (Reissue),2013-09-24,4iJLPqClelZOBCBifm8Fzv,rock
1006,661Hz0qJK8WIp7vAWsqKvk,Collide With The Sky,2012-07-17,4iJLPqClelZOBCBifm8Fzv,rock
1007,46jNVD2NJCCdH0E6aUfJW5,Collide With the Sky,2012-07-16,4iJLPqClelZOBCBifm8Fzv,rock
1008,0C2LBPGcsoHGuAKdv5lrWI,Collide The Sky,2012,4iJLPqClelZOBCBifm8Fzv,rock
1009,2q1WacLvjOnffRIbzbL6Px,Live From Red Rocks,2021-05-21,6deZN1bslXzeGvOLaLMOIF,rock
1010,3MNvfg19MJsXCQ0I3WVdkm,All The Right Reasons (15th Anniversary Expanded Edition),2020-10-02,6deZN1bslXzeGvOLaLMOIF,rock
1011,4FYvuWhNshZBsOT0fptzR3,Feed the Machine,2017-06-16,6deZN1bslXzeGvOLaLMOIF,rock
1012,3mXapRk3gmW2Uk6TZlDMvM,"""Feel Flows"" The Sunflower & Surf’s Up Sessions 1969-1971 (Super Deluxe)",2021-08-27,3oDbviiivRWhXwIE8hxkVV,rock
1013,735pCVxLq95jxO16eFP2qL,The Beach Boys On Tour: 1968 (Live),2018-12-14,3oDbviiivRWhXwIE8hxkVV,rock
1014,5kU8vfvTw9uagny4iDOG5v,I Can Hear Music: The 20/20 Sessions,2018-12-07,3oDbviiivRWhXwIE8hxkVV,rock
1015,11IshdNymucuMOL1GcleRX,The Beach Boys With The Royal Philharmonic Orchestra,2018-06-08,3oDbviiivRWhXwIE8hxkVV,rock
1016,0U3nI78LUpAwprraUf7vAS,Reboot,2019-04-05,0XKOBt59crntr7HQXXO8Yz,rock
1017,2X3fLHcJN2Quyzaf4Hm3hz,The Essential Brooks & Dunn,2012-04-17,0XKOBt59crntr7HQXXO8Yz,rock
1018,1ZXM9jY3Bsg12KXgwftBrO,#1s ... and then some,2009-09-08,0XKOBt59crntr7HQXXO8Yz,rock
1019,17TAGHz2PNov3uOzx2lNrn,Cowboy Town,2007-10-02,0XKOBt59crntr7HQXXO8Yz,rock
1020,0Pj9usAe5cnhsfBAIqgcOP,Hillbilly Deluxe,2005-08-30,0XKOBt59crntr7HQXXO8Yz,rock
1021,4YW8huyK8igJHvCJFLjuYT,Achtung Baby (30th Anniversary Edition),2021-11-19,51Blml2LZPmy7TTiAg47vQ,rock
1022,6GKpINyYmLRPjGnpzo8LIS,All That You Can’t Leave Behind (20th Anniversary Edition / Super Deluxe / Remastered 2020),2020-10-30,51Blml2LZPmy7TTiAg47vQ,rock
1023,3TbG4ZvwHmzkU9JGltkxnf,Songs Of Experience (Deluxe Edition),2017-12-01,51Blml2LZPmy7TTiAg47vQ,rock
1024,3f9gSNrcSQxcEjWDSbOxAK,The Live Series: Songs Of Location,2022-04-29,3eqjTLE0HfPfh78zjh6TqT,rock
1025,00V1MSXp0ral9K394aItww,Bruce Springsteen & The E Street Band - The Legendary 1979 No Nukes Concerts,2021-11-19,3eqjTLE0HfPfh78zjh6TqT,rock
1026,5devPxQnSKVF2Ed0CVwQZh,Letter To You,2020-10-23,3eqjTLE0HfPfh78zjh6TqT,rock
1027,1V2AYh4idtsw2CYlJGZNro,Western Stars - Songs From The Film,2019-10-25,3eqjTLE0HfPfh78zjh6TqT,rock
1028,6BhqPpIgY83rqoZ2L78Lte,Western Stars,2019-06-14,3eqjTLE0HfPfh78zjh6TqT,rock
1029,79fnwKynD56xIXBVWkyaE5,Coming Home (Deluxe Edition),2017-04-07,2CmaKO2zEGJ1NWpS1yfVGz,rock
1030,6Q6AwXjxcD7zL8fJMtHVo7,Just Like You (Deluxe Edition),2015-02-24,2CmaKO2zEGJ1NWpS1yfVGz,rock
1031,0KgRZOlXJssqaxzebmdf1w,Fashionably Late (Deluxe Edition),2013-06-18,2CmaKO2zEGJ1NWpS1yfVGz,rock
1032,1KwwS07TEbKS8r1rU4UUe4,The Drug In Me Is You,2011-07-26,2CmaKO2zEGJ1NWpS1yfVGz,rock
1033,7nYa3AJUXbBrRLPXtneIEX,ZOMBIFIED,2022-01-05,2CmaKO2zEGJ1NWpS1yfVGz,rock
1034,7acEciVtnuTzmwKptkjth5,Fear Inoculum,2019-08-30,2yEwvVSSSUkcLeSTNyHKh8,rock
1035,1fvWYcbjuycyHpzNPH1Vfk,"10,000 Days",2006-04-28,2yEwvVSSSUkcLeSTNyHKh8,rock
