,id,name,release_date,artist_id,genre
599,3TGFADcugVPngfF7dtiqqY,Froot,2015-03-16,6CwfuxIqcltXDGjfZsMd9A,pop
600,0HlfQenJHaxL8JiXnqcT7i,Setlist: The Remember This Tour,2021-10-29,7gOdHgIoIKoe4i9Tta6qdD,pop
601,7qUIb0W4UremjN76P5SVaY,Music From Chasing Happiness,2019-12-20,7gOdHgIoIKoe4i9Tta6qdD,pop
602,1Uf67JAtkVWfdydzFFqNF2,Happiness Begins,2019-06-07,7gOdHgIoIKoe4i9Tta6qdD,pop
604,13xbg8hAddxUDNksjSKzsz,JONAS L.A. (Music from the TV Series),2010-07-20,7gOdHgIoIKoe4i9Tta6qdD,pop
605,6tJKIc90Q5FuHbAWsrBPkI,Back Home,2020-10-09,2iojnBLj0qIMiKPvVhLnsH,pop
607,6FjJhG0ooa3IPoSQZjGWr8,Anticipation II,2020-04-24,2iojnBLj0qIMiKPvVhLnsH,pop
608,7BRuKFs9BFuba9TlMs2ZLd,Bigger Love,2020-06-19,5y2Xq6xcjJb2jVM54GHK3t,pop
609,67vlDQxXPo2JKnZ5e6tHKY,A Legendary Christmas,2019-11-08,5y2Xq6xcjJb2jVM54GHK3t,pop
610,7Hl5ogyLmL1HOrzVHcRoeu,DARKNESS AND LIGHT (Asia Tour Edition),2018-02-09,5y2Xq6xcjJb2jVM54GHK3t,pop
611,7xMjYDrgPLp1ReFGAOyS1O,DARKNESS AND LIGHT,2016-12-02,5y2Xq6xcjJb2jVM54GHK3t,pop
612,5auUsyFbwRARoWkOFopQ12,Stay +,2017-12-29,2qxJFvFYMEDqd7ui6kSAcq,edm
613,2pNuka3J2N9rzaeSstLyCm,True Colors (Perfect Edition),2015-12-30,2qxJFvFYMEDqd7ui6kSAcq,edm
614,2oVrxRrHIRUTCA9HD9AZNo,True Colors,2015-05-19,2qxJFvFYMEDqd7ui6kSAcq,edm
618,5rzC2qD1N9J071WZdQIM8j,DROPPED OUTTA COLLEGE,2019-11-22,6fWVd57NKTalqvmjRd2t8Z,pop
619,5jrxT95JeyqMD7RzEU0qh1,SCAR (Prod. BOYCOLD),2022-04-08,6fWVd57NKTalqvmjRd2t8Z,pop
620,2wiPF3m0ylst0JSk1IvZL8,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,4GNC7GD6oZMSxPGyXy4MNB,pop
621,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,2019-05-17,4GNC7GD6oZMSxPGyXy4MNB,pop
622,0FYrixsd64aboIfRfkAdhS,Cry Yourself To Sleep,2022-02-25,4GNC7GD6oZMSxPGyXy4MNB,pop
623,2DCUb8H8D69jNU845PtWLE,Before You Go (Orchestral),2020-08-14,4GNC7GD6oZMSxPGyXy4MNB,pop
624,3nGinf7nzIaieWybKk7nqL,Before You Go (Edessa Remix),2020-07-03,4GNC7GD6oZMSxPGyXy4MNB,pop
625,77bq36djXWSqOQtxb7Zfxx,More About Nothing,2022-04-29,67nwj3Y5sZQLl72VNUHEYE,pop
626,1GyvDV1vj6x3GH61CNRv3H,Folarin II,2021-10-22,67nwj3Y5sZQLl72VNUHEYE,pop
628,0JRDNN0AuZZiwyrOWkNDXC,Wow... That's Crazy,2019-10-11,67nwj3Y5sZQLl72VNUHEYE,pop
630,5Wvcnn5547f6xz8F9Kz6rO,(Un)Commentary,2022-04-15,5IH6FPUwQTxPSXurCrcIov,pop
631,3SzqS1H5dj8f450YhV9YbP,These Two Windows,2020-05-29,5IH6FPUwQTxPSXurCrcIov,pop
632,6jKZplJpy21R5lHaYHHjmZ,Narrated For You,2018-11-16,5IH6FPUwQTxPSXurCrcIov,pop
633,1WOXEZWW81y830KHdqOdVG,Shadow Of Mine,2022-02-25,5IH6FPUwQTxPSXurCrcIov,pop
634,669snHkGUxtc0a7JHJT0pb,成长 (Older),2021-10-27,5IH6FPUwQTxPSXurCrcIov,pop
635,2kAqjStKcwlDD59H0llhGC,Shang-Chi and The Legend of The Ten Rings: The Album,2021-09-03,540vIaP2JwjQb9dm3aArA4,edm
636,7KUuqGouQJ7IgdGsB5PdMI,Carte Blanche (Deluxe),2020-02-28,540vIaP2JwjQb9dm3aArA4,edm
638,6X0m8YO71mLQyG6OX1iXtU,Carte Blanche,2019-07-25,540vIaP2JwjQb9dm3aArA4,edm
639,4DMol1uDvaKA2gmx1G9olr,Soul Searching,2019-08-09,4GvEc3ANtPPjt1ZJllr5Zl,pop
641,5EEkfRgfYHiFu0lGur6Z6M,COSMIC,2018-04-12,4GvEc3ANtPPjt1ZJllr5Zl,pop
642,4bXS4Vs7WMBRiJ1VdPTCte,Before You Go,2022-04-22,4qXC0i02bSFstECuXP2ZpL,pop
644,4B7vNl7Ud0csW77uXYeMGM,Sixtape 2,2021-07-16,4qXC0i02bSFstECuXP2ZpL,pop
645,7AwrgenNcTAJlJF3pKL0Qr,No Love Lost (Deluxe),2020-12-04,4qXC0i02bSFstECuXP2ZpL,pop
646,0pwGvLOBpgIgFlrQVSRqh9,No Love Lost,2020-09-04,4qXC0i02bSFstECuXP2ZpL,pop
647,7MfUiQkVEDkOSmU83A2C9q,Liberation,2018-06-15,1l7ZsJRRS8wlW3WfJfPfNS,pop
648,3gFmlxomPME144vd52DnCk,Lotus (Deluxe Version),2012-11-12,1l7ZsJRRS8wlW3WfJfPfNS,pop
650,1HfdmIok11uUjysVWdxq6H,Bionic (Deluxe Version),2010-06-08,1l7ZsJRRS8wlW3WfJfPfNS,pop
651,58YsVjb7H6iov9MmLuvome,DYNASTY,2021-07-15,0GM7qgcRCORpGnfcN2tCiB,latin
652,7ojjiN0aOkWA15XONyCnA7,The SpongeBob Movie: Sponge On The Run (Original Motion Picture Soundtrack),2021-03-05,0GM7qgcRCORpGnfcN2tCiB,latin
653,0yYekqi5aLywihK4YtigeN,NEON16 TAPE: THE KIDS THAT GREW UP ON REGGAETON,2020-03-13,0GM7qgcRCORpGnfcN2tCiB,latin
654,5IsjHngPrl7LI1001ZUjTM,Los Benjamins - La Continuacion,2007-05-14,0GM7qgcRCORpGnfcN2tCiB,latin
655,6PhA24O96EevdscPi01NTv,Live N Livin,2021-03-12,3Isy6kedDrgPYoTS1dazA9,pop
656,2XEW6KliuaZe3sFqeYz38u,"Penthouse Flashback Series: Sean Paul, Spragga Benz and Johnny P",2020-07-06,3Isy6kedDrgPYoTS1dazA9,pop
657,2ssEDohWwXmocFzDqTZTr1,Mad Love The Prequel,2018-06-29,3Isy6kedDrgPYoTS1dazA9,pop
658,6b909CnOynPoB3X8xcIAhp,Live at The Palm Room,2015-11-20,3Isy6kedDrgPYoTS1dazA9,pop
659,6B3LAqHoBKmSN9HLbyy0Ro,Change of Scenery II,2021-03-05,3ApUX1o6oSz321MMECyIYd,pop
660,1dVw3jSdgZp7PfGhCEo32t,A Letter To My Younger Self,2020-07-10,3ApUX1o6oSz321MMECyIYd,pop
661,7zGPSFi3LOIC1L5Dj0oEBx,From Michigan With Love,2019-02-15,3ApUX1o6oSz321MMECyIYd,pop
662,30v79AzKU1U5Rc7pwmzbkk,The Story of Us (Deluxe),2018-02-16,3ApUX1o6oSz321MMECyIYd,pop
663,2sU8ByeYc5BOBFNDr58CGV,For Broken Ears,2020-09-25,687cZJR45JO7jhk1LHIbgq,pop
664,2pj2wbzFFzIYaOg2wuOK2Z,WAIT FOR U (feat. Drake & Tems),2022-04-27,687cZJR45JO7jhk1LHIbgq,pop
665,0juWDSIC6XcturbHEKulUV,WAIT FOR U (feat. Drake & Tems) [Instrumental],2022-04-26,687cZJR45JO7jhk1LHIbgq,pop
666,0x2ntwkM3GoLVAPjAOPrWv,If Orange Was A Place,2021-09-14,687cZJR45JO7jhk1LHIbgq,pop
667,1kphAJp2xhCv2IxfgWMKLR,Crazy Tings,2021-09-10,687cZJR45JO7jhk1LHIbgq,pop
668,5EnCmhahbIADlTDZJUqzYh,Brightest Blue,2020-07-17,0X2BH1fck6amBIoJhDVmmJ,edm
670,27XBXCuJ2Q3t7RlTXFIZu1,Lights 10,2020-02-26,0X2BH1fck6amBIoJhDVmmJ,edm
671,5nhoVKDcCXvi3AruUFJWnv,Delirium (Deluxe),2015-11-13,0X2BH1fck6amBIoJhDVmmJ,edm
672,4vLYreWxd2ptOAzPwTyBI3,SR3MM,2018-05-04,7iZtZyCzp3LItcw1wtPI3D,pop
673,5v6iBhIlflzR9rEd1LAMbd,SremmLife 2 (Deluxe),2016-08-12,7iZtZyCzp3LItcw1wtPI3D,pop
674,0tDLeJartXoM4ACuUx2MOu,Not In Chronological Order,2021-04-30,0ZED1XzwlLHW4ZaG4lOT6m,pop
675,2f4Ejh4Po2rpuXSYa6IDCe,Inner Monologue Part 2,2019-06-28,0ZED1XzwlLHW4ZaG4lOT6m,pop
676,1qyjZGIeeLJlXbYWuoloWj,Nervous System,2017-07-28,0ZED1XzwlLHW4ZaG4lOT6m,pop
677,3MYJYd73u0SatCnRVvRJ3M,Bloom,2018-08-31,3WGpXCj9YhhfX11TToZcXP,pop
678,0mhxJEWGDhp6tEE4uFhD7C,Blue Neighbourhood (The Remixes),2016-11-18,3WGpXCj9YhhfX11TToZcXP,pop
679,2mRBvhDWqm8Fj2U0F6mMY4,Blue Neighbourhood (Deluxe),2015-12-09,3WGpXCj9YhhfX11TToZcXP,pop
681,19Ths91BVBJ7N8fIGABzMU,Liar Liar,2022-05-13,2wUjUUtkb5lvLKcGKsKqsR,pop
682,3lQylG6GkILByEa8Olu7en,Duality,2022-05-06,2wUjUUtkb5lvLKcGKsKqsR,pop
683,3FZYMondMDHRbffsSKC7QQ,Spring Fling,2022-04-15,2wUjUUtkb5lvLKcGKsKqsR,pop
684,0YipLhs4guv73HgarkyXzg,Seasons Change,2022-03-25,2wUjUUtkb5lvLKcGKsKqsR,pop
685,3FqhfqiFecHNKOQQDXiHLS,"Me, Myself, and I",2022-03-18,2wUjUUtkb5lvLKcGKsKqsR,pop
686,7hCAU57zY6snnRSHXqAWUl,Zendaya,2013-01-01,6sCbFbEjbYepqswM1vWjjs,pop
688,28phJkFTSPLnwo555dFLKu,I’m Tired (with Zendaya) - Bonus Track,2022-02-28,6sCbFbEjbYepqswM1vWjjs,pop
689,6x4UQQ7TVOja89iXV047Zo,All For Us (from the HBO Original Series Euphoria),2019-08-04,6sCbFbEjbYepqswM1vWjjs,pop
690,2PwMrn9DH71gtbIsX6oF3V,Wonderful Life (From Smallfoot: Original Motion Picture Soundtrack),2018-08-22,6sCbFbEjbYepqswM1vWjjs,pop
691,61dwQc7Dvb0KESBhI7Xk8S,GABRIEL (Korean Special Edition),2022-03-25,3pc0bOVB5whxmD50W79wwO,pop
692,3boOG8cQ8szHDizPKUyBFD,beside you,2021-04-23,3pc0bOVB5whxmD50W79wwO,pop
693,05H1dRhfSFcuWW1HD5Nama,trilogy remixes,2021-02-12,3pc0bOVB5whxmD50W79wwO,pop
694,4ohh1zQ4yybSK9FS7LLyDE,Dance Fever,2022-05-13,1moxjboGR7GNWYIMWsRjgG,pop
695,0pKZJj9GzcKPCS8r4IaksA,High As Hope,2018-06-29,1moxjboGR7GNWYIMWsRjgG,pop
696,2btszoya78vyT8fwelmVnz,"How Big, How Blue, How Beautiful",2015-06-01,1moxjboGR7GNWYIMWsRjgG,pop
697,3erY5XSpTKh0GfNf5FJuT2,Evolution,2020-10-23,6C1ohJrd5VydigQtaGy5Wa,rap
698,5qkWpkGMULLVnSHb3Sej4X,ADHD,2020-03-27,6C1ohJrd5VydigQtaGy5Wa,rap
700,5FNiUh6rfgogAensmq4c81,508-507-2209,2017-06-16,6C1ohJrd5VydigQtaGy5Wa,rap
701,29srkzNK3ixAW0NLVlR59A,Pacifico (Deluxe),2021-09-03,4ETSs924pXMzjIeD6E9b4u,pop
702,5PrhnVNOKoJC2aLLfabxuB,Pacifico,2021-06-25,4ETSs924pXMzjIeD6E9b4u,pop
703,3EPPbrKzKBaCyjFbRXnQPk,Sunday Best,2020-11-04,4ETSs924pXMzjIeD6E9b4u,pop
704,3wmbsIFbLZ5FLT55iqB9KL,Horizons,2020-02-28,4ETSs924pXMzjIeD6E9b4u,pop
705,3mMWlBGocBwsS1Q0o9wvlc,Where the Light Is,2019-01-06,4ETSs924pXMzjIeD6E9b4u,pop
706,2CjIfWoFITACUOlWGB7os5,The Chaos Chapter: FIGHT OR ESCAPE,2021-08-17,0ghlgldX5Dd6720Q3qFyQB,pop
707,5Zdr9vactwnJH4Vpe9Mid9,The Chaos Chapter: FREEZE,2021-05-31,0ghlgldX5Dd6720Q3qFyQB,pop
708,6lNj7Qeyd2x48m0NX3w2Sf,STILL DREAMING,2021-01-19,0ghlgldX5Dd6720Q3qFyQB,pop
709,5g58Gtd4i0KtJxNeC56Mus,The Dream Chapter: MAGIC,2019-10-21,0ghlgldX5Dd6720Q3qFyQB,pop
710,03EqExvZuxLK86huLxGIa2,Inside (Deluxe),2022-01-28,0e86yPdC41PGRkLp2Q1Bph,pop
711,4v0i8VJOxYxngmADCFvi6o,Inside,2021-06-25,0e86yPdC41PGRkLp2Q1Bph,pop
712,23W8LJkx5kBafzqasAuU0z,Dance And Cry,2018-11-02,0e86yPdC41PGRkLp2Q1Bph,pop
713,2eO2rybi8VSgC3okwG4Dc2,No Culture (Deluxe),2017-02-10,0e86yPdC41PGRkLp2Q1Bph,pop
714,6p5jJLTFiYgk95HhW0unhy,Heart On My Sleeve,2022-05-06,7HkdQ0gt53LP4zmHsL0nap,pop
715,78J1UxHv3rzV7AdVeMdgOl,Ella Mai,2018-12-19,7HkdQ0gt53LP4zmHsL0nap,pop
717,2phcfZd44niczjY0xybcS6,the highs.,2021-07-23,5G9kmDLg3OeUyj8KVBLzbu,pop
718,7eCok0PbbBFHrRjsRMIgX0,Uhyuready?,2019-12-30,5G9kmDLg3OeUyj8KVBLzbu,pop
719,6BQKvohjflUQTDQJfwge9d,4THEHOMIES,2018-11-12,5G9kmDLg3OeUyj8KVBLzbu,pop
720,2kNenbLKTv6Ip65v6nWmF0,These Days,2016-01-12,5G9kmDLg3OeUyj8KVBLzbu,pop
721,6HiGOyRSF5SiFh5Yv5mEu5,This Isn't The Album,2015-10-30,5G9kmDLg3OeUyj8KVBLzbu,pop
722,346Ixbo4DIPHMU1NSuOO2Y,Murd & Mercy (Deluxe),2021-10-28,5ndkK3dpZLKtBklKjxNQwT,pop
723,1KXkqLCr2rIVa93XfURhgq,Lost Tapes,2021-02-18,5ndkK3dpZLKtBklKjxNQwT,pop
724,3xp2mTWQ9T3JphTO9LOy3j,Somnia,2020-09-11,5ndkK3dpZLKtBklKjxNQwT,pop
725,49BVHeuFMHqBigkb5R0oJD,Southmatic,2019-06-21,5ndkK3dpZLKtBklKjxNQwT,pop
726,4l58JlPq72gOA4veRxboVR,Summer's Over,2021-10-13,0Y6dVaC9DZtPNH4591M42W,pop
727,2IKrF29FZB1urw5YdkKNjS,Aestheticadelica,2020-08-05,0Y6dVaC9DZtPNH4591M42W,pop
728,2DftBEanZT5Kk2t1vtYKFN,The Night in Question: French Exit Outtakes,2020-05-01,0Y6dVaC9DZtPNH4591M42W,pop
729,1C9mqmOBCMMcgKM9EjWc9s,Death of a Party Girl,2018-05-08,0Y6dVaC9DZtPNH4591M42W,pop
730,0xXKtxOYqLBTjcefyh8Oz8,You Make It Feel Like Christmas (Deluxe Edition - 2020),2020-10-23,4yiQZ8tQPux8cPriYMWUFP,pop
731,2FCeFtMkigKLecYFX4syuH,Love Angel Music Baby - 15th Anniversary Edition,2019-11-22,4yiQZ8tQPux8cPriYMWUFP,pop
732,78Yh1HvMa6BsVZdEtlPQO9,You Make It Feel Like Christmas (Deluxe),2018-10-26,4yiQZ8tQPux8cPriYMWUFP,pop
733,58qdMDlJaZBYleY7Bf0gNc,You Make It Feel Like Christmas,2017-10-06,4yiQZ8tQPux8cPriYMWUFP,pop
734,3MtmkSmKAiYEkyRWoxjphy,This Is What The Truth Feels Like,2016-04-01,4yiQZ8tQPux8cPriYMWUFP,pop
735,5dpaxVXET01VAgivwwUac6,SZNZ: Spring,2022-03-20,3jOstUTkEu2JkjvRdBA5Gu,rock
736,4QIZtPbEAQTu1smtYyDHXz,Van Weezer,2021-05-07,3jOstUTkEu2JkjvRdBA5Gu,rock
737,0dL9rGQxUeIqpiUndXaQLl,OK Human,2021-01-29,3jOstUTkEu2JkjvRdBA5Gu,rock
738,49cHEhh4pSeWvV0HW3OYo6,Weezer (Black Album),2019-03-01,3jOstUTkEu2JkjvRdBA5Gu,rock
739,65sHj9PvsbyD0uugGHjueN,Weezer (Teal Album),2019-01-24,3jOstUTkEu2JkjvRdBA5Gu,rock
740,6dulZQMPAIjRGYutF7aQf3,Drops of Jupiter (20th Anniversary Edition),2021-03-26,3FUY2gzHeIiaesXtOAdB7A,pop
741,0MPu1L9PAbKipFy1GXnONv,Christmas in Tahoe (Deluxe Edition),2017-10-27,3FUY2gzHeIiaesXtOAdB7A,pop
742,31zRd2FLpDk5AjknKd5Ys2,a girl a bottle a boat (Japan Version),2017-06-21,3FUY2gzHeIiaesXtOAdB7A,pop
743,26OJfCFh7u9WmHd3Y3q8IS,a girl a bottle a boat,2017-01-27,3FUY2gzHeIiaesXtOAdB7A,pop
744,5V8EDmYhUJLNkq7g74NtIL,Does Led Zeppelin II,2016-06-03,3FUY2gzHeIiaesXtOAdB7A,pop
745,3UTp6spxkyTdvsmJDPfb7n,CrasH Talk,2019-04-26,5IcR3N7QB1j6KBL8eImZ8m,rap
746,0YbpATCIng8Fz2JrfHmEf7,Blank Face LP,2016-07-08,5IcR3N7QB1j6KBL8eImZ8m,rap
747,7Et3bSTLLqdABO1qCxUplS,Oxymoron (Deluxe),2014-01-01,5IcR3N7QB1j6KBL8eImZ8m,rap
749,460FJSU64qut0JSaXwDwzQ,THE HUSTLE STILL CONTINUES (Deluxe),2021-06-25,5gCRApTajqwbnHHPbr2Fpi,rap
750,6zFqKeygTGAmLEF2AXCfZO,THE HUSTLE CONTINUES,2020-11-27,5gCRApTajqwbnHHPbr2Fpi,rap
751,4jUfPmvZGiRRJwULbfk1dc,Boyfriend,2022-02-11,2W8yFh0Ga6Yf3jiayVxwkE,pop
752,6OcfV7fsmHKyV8wXMzXvei,Taste of You,2021-05-21,2W8yFh0Ga6Yf3jiayVxwkE,pop
753,0CQNdsdRnm3U1yt1x3DuvO,"Stronger (From ""Under the Sea: A Descendants Short Story"")",2018-09-28,2W8yFh0Ga6Yf3jiayVxwkE,pop
754,5R7G5oLNErbcnHVWio88nq,"Born Ready (From ""Marvel Rising"")",2018-08-24,2W8yFh0Ga6Yf3jiayVxwkE,pop
755,3LJWBgWY4Jv0U6nviW6PBQ,White Christmas,2017-12-08,2W8yFh0Ga6Yf3jiayVxwkE,pop
756,6XNrM2YkzSXyQ9hekFOgLN,Between Us (Deluxe Version),2021-11-12,3e7awlrlDSwF3iM0WBjGMp,pop
757,2gX0nMFSbHtcCY6F2GGgU4,Between Us (The Experience),2021-11-11,3e7awlrlDSwF3iM0WBjGMp,pop
758,0KDISpxSUWynoaqwEaEeX8,Confetti (Expanded Edition),2020-12-11,3e7awlrlDSwF3iM0WBjGMp,pop
759,33a8Ha3pE7fo2o4T4xLabF,Confetti,2020-11-06,3e7awlrlDSwF3iM0WBjGMp,pop
760,2eTxZYoqIv4MoLqwh73qvo,Once Twice Melody,2022-02-18,56ZTgzPBDge0OvCGgMO3OY,pop
763,0g81USzuFuid3QkYfxeMXM,ASIN9NE,2021-10-08,6UBA15slIuadJ8h2lPRPos,pop
764,4bGquvISYAX922JbjVKfq9,BLIGHT,2021-06-04,6UBA15slIuadJ8h2lPRPos,pop
765,36u4WPIizthRBHV1VPVEiY,FEAR EXODUS,2020-10-23,6UBA15slIuadJ8h2lPRPos,pop
766,1bkv6gq1hhA9qXpGL9mlEF,MORE FEAR,2020-08-14,6UBA15slIuadJ8h2lPRPos,pop
767,6y9LbrjY2TpaLvtbE7FTkc,star-crossed,2021-09-10,70kkdajctXSbqSMJbQO424,pop
768,0KY2QQMpqsy1tOyNhr4zxI,The Kacey Musgraves Christmas Show,2019-11-29,70kkdajctXSbqSMJbQO424,pop
770,7sIB15nu0Rp1vR8wXnTx3a,A Very Kacey Christmas,2016-10-28,70kkdajctXSbqSMJbQO424,pop
771,16OVlXWsTKjUkhkPxkgUVa,Pageant Material,2015-06-23,70kkdajctXSbqSMJbQO424,pop
772,20mlgqmD6YJwkNuAfLRcDC,Naive,2019-07-26,2oX42qP5ineK3hrhBECLmj,pop
773,0lq7zwC6uQiu8pwW5FK3Fb,The Good Parts,2017-12-01,2oX42qP5ineK3hrhBECLmj,pop
774,2WrNHOba5u6P9S9xEboaUy,Perfect Ten,2019-06-28,0YinUQ50QDB7ZxSCLyQ40k,rap
775,5alhJcqITAVC4o6f8qGO0Z,The Ghetto,2017-12-15,0YinUQ50QDB7ZxSCLyQ40k,rap
776,4fZIyJn2wKb51QPNnWYnqt,Mercury - Act 1,2021-09-03,53XhwfbYqKCa1cC15pYq2q,rock
777,3JfSxDfmwS5OeHPwLSkrfr,Origins (Deluxe),2018-11-09,53XhwfbYqKCa1cC15pYq2q,rock
778,33pt9HBdGlAbRGBHQgsZsU,Evolve,2017-06-23,53XhwfbYqKCa1cC15pYq2q,rock
779,6ecx4OFG0nlUMqAi9OXQER,Smoke + Mirrors (Deluxe),2015-10-30,53XhwfbYqKCa1cC15pYq2q,rock
781,3H0eh5wIky3GjF83fRcDT0,Local Motion,2019-06-28,1YK8JdPbiaMSnf4hrlBkGT,rock
782,1jHiUquOfkaElDWaUXldBr,Ohana,2016-04-29,1YK8JdPbiaMSnf4hrlBkGT,rock
783,5dhNHZHXSjsCdHWZZ4L2oL,Live at the Belly Up,2015-04-07,1YK8JdPbiaMSnf4hrlBkGT,rock
784,5zmIW0KXi3Z5T3TWHQrSIv,Pepper,2013-01-01,1YK8JdPbiaMSnf4hrlBkGT,rock
785,6emgUTDksZyhhWmtjM9FCs,Get Back (Rooftop Performance),2022-01-28,3WrFJ7ztbogyGnTHbHJFl2,rock
786,1BdxbYp1FaNejpDgtDo25V,Let It Be (Super Deluxe),2021-10-15,3WrFJ7ztbogyGnTHbHJFl2,rock
787,5iT3F2EhjVQVrO4PKhsP8c,Abbey Road (Super Deluxe Edition),2019-09-27,3WrFJ7ztbogyGnTHbHJFl2,rock
788,1WMVvswNzB9i2UMh9svso5,The Beatles,2018-11-09,3WrFJ7ztbogyGnTHbHJFl2,rock
789,0n9SWDBEftKwq09B01Pwzw,Live At The Hollywood Bowl,2016-09-09,3WrFJ7ztbogyGnTHbHJFl2,rock
790,4G0Sc7oeBh0AbSMvrKtscr,"New Empire, Vol. 2",2020-12-04,0CEFCo8288kQU7mJi25s6E,rock
791,2vfJq1u1fi60RaX0p4niHr,"New Empire, Vol. 1",2020-02-14,0CEFCo8288kQU7mJi25s6E,rock
792,56CWTHCr8ZBZ1ojmppH5br,Five,2017-10-27,0CEFCo8288kQU7mJi25s6E,rock
793,7gdFQXiDhkjc6FHP9pjaCm,ライヴ・イン・カリフォルニア1992 (Live) [Remastered],2017-07-14,2cnMpRsOVqtPMfq7YiFE6K,rock
794,1y4BZLtyURo81rC6yGLRAu,Tokyo Dome in Concert,2015-03-27,2cnMpRsOVqtPMfq7YiFE6K,rock
795,5ydOKnIrXsv7AziaSpRzZU,A Different Kind Of Truth,2012-02-07,2cnMpRsOVqtPMfq7YiFE6K,rock
796,2wqTlagAdAEh89tMuToml0,Van Halen III,1998-03-17,2cnMpRsOVqtPMfq7YiFE6K,rock
797,7Heaa0B4KOxdWhSICTR2wE,Live at the Royal Albert Hall,2020-12-04,7Ln80lUS6He07XvHI8qqHH,rock
798,1jeMiSeSnNS0Oys375qegp,Tranquility Base Hotel & Casino,2018-05-11,7Ln80lUS6He07XvHI8qqHH,rock
800,78bpIziExqiI9qztvNFlQu,AM,2013-09-09,7Ln80lUS6He07XvHI8qqHH,rock
801,2ITVvrNiINKRiW7wA3w6w6,Unlimited Love,2022-04-01,0L8ExT028jH3ddEcZwqJJ5,rock
802,1dFU0o5VMR7R0W1FkRnmHm,ライヴ・イン・アルゼンチン 1999 (ライブ),2021-12-27,0L8ExT028jH3ddEcZwqJJ5,rock
803,43otFXrY0bgaq5fB3GrZj6,The Getaway,2016-06-17,0L8ExT028jH3ddEcZwqJJ5,rock
804,5wZtSIvijWCMc1vlPFqAyB,I'm with You,2011-08-29,0L8ExT028jH3ddEcZwqJJ5,rock
805,3hn46RDrEmoi4XhLjgdNjZ,Bad Vibes Forever,2019-12-06,15UsOTVnJzReFVN1VCnxy4,rock
806,2c6s84YTwR9cfncPmB9fNW,? (Deluxe),2019-09-06,15UsOTVnJzReFVN1VCnxy4,rock
807,4EeDFhIVRxOg4dx7ozSNXa,"XXXTENTACION Presents: Members Only, Vol. 4",2019-01-23,15UsOTVnJzReFVN1VCnxy4,rock
808,1qsQOC4Jn0fnaUZLAbs4dz,SKINS,2018-12-07,15UsOTVnJzReFVN1VCnxy4,rock
809,3aKfW9tXUCRmLuW1DxhU5U,The Lockdown Sessions (Christmas Edition),2021-10-22,3PhoLpVuITZKcymswpck5b,rock
810,7zhwCAUQETk5MXUJBYqc0C,Live Around the World (Deluxe),2020-10-02,1dfeR4HaWDbWqFHLkxsg1d,rock
811,3BHe7LbW5yRjyqXNJ3A6mW,Bohemian Rhapsody (The Original Soundtrack),2018-10-19,1dfeR4HaWDbWqFHLkxsg1d,rock
812,6SbrIpVsaJ5wgCQtMMwVR2,On Air,2016-11-04,1dfeR4HaWDbWqFHLkxsg1d,rock
813,01Go8OwdhESlkxPwrx6515,Pressure Machine (Deluxe),2022-03-25,0C0XlULifJtAgn6ZNCW2eu,rock
814,1qMFjBarjO2xD15BwXZguD,Pressure Machine,2021-08-13,0C0XlULifJtAgn6ZNCW2eu,rock
815,7j8a2kSxAtenkXPim6mwUB,Pressure Machine (Abridged),2021-08-12,0C0XlULifJtAgn6ZNCW2eu,rock
816,7CicJk8ELO3w5os2fr2LBQ,Imploding The Mirage (Deluxe),2021-01-29,0C0XlULifJtAgn6ZNCW2eu,rock
817,1uROBP2G4MP0O4w1v5Cpbg,Imploding The Mirage,2020-08-21,0C0XlULifJtAgn6ZNCW2eu,rock
818,3mlM7EnbGFBqcYNZ32ULWh,Before the Beginning - 1968-1970 Rare Live & Demo Sessions (Remastered),2019-11-15,08GQAI4eElDnROBrJRGE0X,rock
819,06JqOkwwy91OxrApXclzYf,50 Years - Don't Stop,2018-11-16,08GQAI4eElDnROBrJRGE0X,rock
820,6dMdadS6Ng71pD9As93ufx,Say You Will,2003-04-15,08GQAI4eElDnROBrJRGE0X,rock
821,6YEnWIpSS19x0lKzJPi9Ej,Shrine '69,2000-04-28,08GQAI4eElDnROBrJRGE0X,rock
822,70MrKoi2AdCFBxKqeXDPHZ,The Dance,1997-08-19,08GQAI4eElDnROBrJRGE0X,rock
823,1NtBP8apWQHu9Sa4WJ7C3l,A Momentary Lapse of Reason (2019 Remix),2021-10-19,0k17h0D3J5VfsdmQ1iZtE9,rock
824,5JZxCVMYJqplJhJgfytng2,Live at Knebworth 1990,2021-04-30,0k17h0D3J5VfsdmQ1iZtE9,rock
825,2lK80Nb29iqCzaRiERvNDS,Delicate Sound of Thunder (2019 Remix) [Live],2020-11-20,0k17h0D3J5VfsdmQ1iZtE9,rock
826,6meTeyQ2OwE0TQNPKoVqnY,A Momentary Lapse Of Reason (2019 Remix),2019-12-13,0k17h0D3J5VfsdmQ1iZtE9,rock
827,2rEkyp4Mq9LTAokajlitQ7,Live in Rio '93,2022-04-29,6olE6TJLqED3rqDCT0FyPh,rock
828,5eA0qtE7Yu29XiMlwoby2G,Nevermind (30th Anniversary Super Deluxe),2021-11-12,6olE6TJLqED3rqDCT0FyPh,rock
