,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Glass Animals,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,90,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
1,Hammock,Longest Year (2020),0MlkZnfwsjwHHSfn07N8ao,21,0.0705,0.286,2,-14.865,1,0.0444,0.685,0.675,0.187,0.0313,78.251,533707,4
2,Elley Duhé,MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,94,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,3
3,Tame Impala,Alter Ego - 2020 Mix,457sndKohlwTU6dW6amBMU,47,0.408,0.903,0,-2.924,1,0.0561,0.00256,0.000821,0.117,0.368,128.942,289867,4
4,The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,93,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
5,Mads & Co.,Year 2020,1E7kvOufjivgCGLETpjvFs,0,0.372,0.0803,2,-15.213,1,0.0383,0.944,1.93e-05,0.107,0.144,126.553,176000,4
6,THE ANXIETY,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,87,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4
7,Year 200X,Ducktales (the Moon),0r5y3Ia2Wu3UkenDH2Ulhk,27,0.257,0.725,7,-6.721,1,0.039,0.000159,0.846,0.157,0.405,82.509,131253,4
8,Playboi Carti,Sky,29TPjc8wxfz4XMn21O7VsZ,86,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,193234,4
9,Tame Impala,Runway Houses City Clouds - 2020 Mix,2rOsZbCZxH7P4mvuiBIgoP,42,0.51,0.814,3,-3.766,1,0.0406,0.112,0.343,0.169,0.512,119.051,428627,4
10,Zager & Evans,In the Year 2525,3LdLGNKCW0dNr14JQlZPQt,39,0.437,0.605,8,-5.5,0,0.0329,0.00924,0.118,0.264,0.581,125.114,191160,4
11,Eslabon Armado,Jugaste y Sufrí,3NqBxTOMCJ3zW9CIP51td4,85,0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,200.156,275194,1
12,Year 200X,Ghosts N Goblins,0qSXoNHcm1sn9kWcAG7WCx,27,0.294,0.788,7,-8.439,1,0.0441,4.15e-06,0.967,0.0681,0.541,93.028,106973,4
13,Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,85,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,132833,4
14,New West,Years Ago,6NdyWIS7wxMTombWPpzjqf,40,0.531,0.474,1,-6.664,1,0.0251,0.55,0.0,0.0487,0.355,84.398,194911,4
15,SZA,Good Days,3YJJjQPAbDT7mGpX3WtQ9A,85,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204,4
16,Jonas Brothers,Year 3000,7BbyWKteSctTKe696qf7fw,51,0.622,0.919,11,-4.088,1,0.0651,0.0163,6.87e-06,0.523,0.81,107.06,201813,4
17,The Weeknd,Save Your Tears,5QO79kh1waicV47BqGRL3g,90,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4
18,Year 200X,Zelda II (Title - Battle - Fairy - Palace),1mo7zvAi0AFpLj4ODV9AyY,22,0.112,0.709,7,-8.903,1,0.0596,4.74e-05,0.879,0.0709,0.146,54.37,386227,3
19,Eminem,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,87,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4
20,Hammock,Dark Beyond the Blue (2020),6t3w4yBR0Y1CxSNCh5EgDZ,42,0.231,0.28,0,-19.806,1,0.0449,0.732,0.898,0.0838,0.0374,72.968,325680,3
21,Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,3
22,Juice WRLD,Wishing Well,2U5WueTLIK5WJLD7mvDODv,83,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,4
23,Year 200X,Castlevania III (the Beginning),2HUMceEhjkJoOfn7UsomyX,23,0.192,0.693,7,-8.539,0,0.052,2.75e-06,0.863,0.232,0.485,113.765,114000,4
24,Machine Gun Kelly,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,83,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4
25,The Rolling Stones,100 Years Ago - 2020,0RJplx8HMNZsBYmvjCsnO4,38,0.398,0.804,9,-5.255,0,0.0455,0.151,0.173,0.217,0.687,124.305,238133,4
26,ReTro d.r.E,Year 2020,2IgJQHUGFPdMSrNJdKQLVm,1,0.658,0.688,8,-5.037,1,0.17,0.344,0.0,0.191,0.595,142.106,150857,4
27,Kali Uchis,telepatía,6tDDoYIxWvMLTdKpjFkc1B,86,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,160191,4
28,Year 200X,Wizards And Warriors/Ironsword (Title - Forest - Wind Elemental - Outside Castle Ironspire),4pUphnieXvbcoc6sM8XiPN,20,0.402,0.927,2,-5.898,0,0.044,3.31e-05,0.937,0.207,0.454,99.9,281845,4
29,Juice WRLD,Come & Go (with Marshmello),2Y0wPrPQBrGhoLn14xRYCG,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,4
30,The Glitch Mob,Between Two Points (feat. Swan) - 2020 Remaster,0sfly5zhJJhfoLbcCMmiRB,40,0.507,0.605,6,-8.632,0,0.0449,0.0406,0.0396,0.236,0.217,121.999,333194,4
31,Dua Lipa,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,88,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
32,Lo' Kuntry,Year 2020,06Oy3HFUXZYmNi2YpAQ6XZ,0,0.593,0.543,0,-13.862,0,0.0935,0.249,3.64e-05,0.145,0.563,163.933,117656,4
33,Tate McRae,you broke me first,45bE4HXI0AwGZXfZtMp8JR,87,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4
34,Year 200X,Mega Man 3 (title Theme)(sfx Intro By Alex Atchley),0ldeZmVLVfyhRKCavkFv2K,19,0.235,0.35,6,-9.81,0,0.0338,0.00312,0.908,0.12,0.147,77.725,153987,3
35,Drake,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,83,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4
36,Johann Strauss II,"An der schönen blauen Donau, Walzer, Op. 314",5431KRbZtVF3tVgMR1lIYS,45,0.207,0.0854,2,-19.104,1,0.042,0.976,0.923,0.0663,0.138,199.771,622227,3
37,Luke Combs,Forever After All,6IBcOGPsniK3Pso1wHIhew,80,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
38,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",30QR0ndUdiiMQMA9g1PGCm,83,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983,168490,4
39,Year 200X,Mega Man 2 (title),4Y2mJptbsUs60BACcmqTZc,19,0.0997,0.696,1,-7.597,1,0.0381,1.6e-05,0.855,0.108,0.36,81.573,97480,4
40,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,84,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4
41,Papa Roach,Gravity - Remastered 2020,4zN1YCljFntHRccaX35RNg,35,0.562,0.919,1,-3.783,1,0.211,0.00616,0.0,0.106,0.63,86.007,244449,4
42,blackbear,hot girl bummer,6jRq8gaZhMUyy5RclRPcAf,84,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,1
43,Ruined Conflict,Year 2020,6dEPod8uKS1oqcD7RZYy6c,4,0.405,0.688,1,-7.562,1,0.0359,0.000947,0.637,0.188,0.0615,140.027,264000,4
44,Giveon,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,85,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3
45,Year 200X,Contra (Jungle - Base - Waterfall - Snowfield - Alien's Lair),3aYtxPSUPDjGJ527Xd8ACE,18,0.154,0.882,5,-8.631,0,0.0673,1.71e-05,0.897,0.224,0.358,136.713,423640,4
46,King Von,Took Her To The O,7fEoXCZTZFosUFvFQg1BmW,79,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,196180,4
47,No Spirit,It’s Been A Year,3YYni1jodOmekz697cuwhl,33,0.0,0.268,0,-12.754,1,0.0,0.601,0.821,0.0525,0.0,0.0,163077,0
48,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,84,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4
49,Nrthrn,Year 2020,2wQASuopyArgsh6SiHGylg,2,0.629,0.365,9,-12.139,0,0.0303,0.917,0.867,0.106,0.0683,99.984,256000,4
50,Bad Bunny,La Santa,69vlMrzHwATKzupwNcUPyK,88,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,206420,4
51,Papa Roach,Help - Remastered 2020,3ViE5zjLk07LjljeUUWtq0,35,0.506,0.919,2,-4.592,1,0.0674,0.000728,4.17e-06,0.295,0.302,91.889,214797,4
52,Don Toliver,No Idea,7AzlLxHn24DxjgQX73F9fU,84,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,4
53,Iñigo Vontier,Year 2020,03VrhBjoCp0rSjajdhNE5N,2,0.172,0.445,0,-16.124,1,0.0492,0.935,0.102,0.633,0.0352,112.356,329143,3
54,Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,81,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,125302,4
55,HammerFall,Templars of Steel - 2020 Remix,6VJrbJHOZeQcTKBun9ASh5,43,0.403,0.788,8,-7.285,1,0.0348,0.00116,8.69e-05,0.109,0.344,186.102,328210,4
56,Cardi B,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,84,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,187541,4
57,kaestin,Year 2020,4BSnQlZksEtvmW4c2QOgEV,0,0.647,0.467,1,-12.72,1,0.218,0.05,0.365,0.314,0.662,196.042,161633,4
58,Coyote Theory,This Side of Paradise,79EkGysjP2dL5GdpeQjRxT,84,0.306,0.664,9,-6.07,1,0.0276,0.432,7.5e-06,0.135,0.321,158.283,242010,4
59,Papa Roach,Born For Greatness - Remastered 2020,4w18x6612KWiMb9pM10agY,35,0.521,0.874,9,-4.632,0,0.063,0.039,0.0,0.0589,0.283,133.918,227847,4
60,"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,80,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921,3
61,O.Reynolds,Year 2020,5YQMQ36OGVgxpyn9tmCpCb,0,0.622,0.66,6,-9.679,0,0.334,0.0727,0.0,0.358,0.501,83.699,195385,4
62,Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),6Tguhaf2uAe6OjRLsR2Tql,78,0.846,0.48,8,-8.618,0,0.359,0.269,0.0,0.0989,0.419,143.029,169532,4
63,Papa Roach,Falling Apart - Remastered 2020,2qkxnCKVOKbQZcO8TEcXH1,34,0.53,0.946,3,-2.694,0,0.0517,4.96e-05,0.0,0.351,0.436,110.052,188920,4
64,Powfu,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,86,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,173333,4
65,Haiti BaeB,Year 2020,0VWgZvez93QhJwTAVniUEw,0,0.882,0.942,8,-6.282,0,0.221,0.0241,0.0,0.362,0.792,126.994,144567,4
66,Jack Harlow,WHATS POPPIN,1jaTQ3nqY3oAAYyCTbIvnM,82,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4
67,Papa Roach,Come Around - Remastered 2020,19XsdKehaBTpfhwS6OSdYr,33,0.553,0.92,2,-5.289,1,0.0679,0.0463,0.0023,0.114,0.108,93.012,210962,4
68,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,87,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4
69,Judgemental,Year 2020,0sm0np6NlfZdgBvlD8kkm3,0,0.812,0.813,5,-7.394,1,0.293,0.0026,0.0,0.175,0.206,145.07,306052,4
70,Chris Stapleton,You Should Probably Leave,2UikqkwBv7aIvlixeVXHWt,78,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,4
71,Papa Roach,Elevate - Remastered 2020,5vi1VaZmV5CzibWGIcf9G4,33,0.65,0.814,2,-4.406,0,0.0923,0.0281,0.0,0.301,0.642,145.031,190000,4
72,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da,81,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,4
73,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,84,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733,4
74,Papa Roach,Face Everything and Rise - Remastered 2020,20JXjktPIqUV7bWr8nZkia,32,0.415,0.988,8,-2.095,1,0.0861,2.12e-05,0.0,0.283,0.38,139.926,191074,4
75,Diplo,Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk,77,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,169227,4
76,Tigre Blanco,Year 2020,2Qzj5uQzUA85LjtcCBuAhZ,0,0.436,0.568,7,-8.629,1,0.0299,0.00128,0.683,0.111,0.0828,110.013,225884,4
77,Conan Gray,Maniac,6KfoDhO4XUWSbnyKjNp9c4,84,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,185773,4
78,Papa Roach,Periscope - Remastered 2020,3DFp3sRBA9iWzZqEPLq8gM,33,0.588,0.721,7,-6.356,0,0.0302,0.275,0.0,0.214,0.232,121.956,216771,4
79,Polo G,21,3JKgcAa7r07ocVWcV8bS0H,80,0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027,163798,4
80,YWB $uburb,Year 2020,6IPUBfLwEOPrzx4ZfEULYJ,0,0.846,0.354,10,-13.611,1,0.333,0.568,0.0,0.161,0.381,135.065,186201,4
81,Noah Cyrus,July,6J2LdBN97cDWn0MLxYh9HB,82,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,156106,4
82,David Gray,This Year's Love - 2020 Remaster,2raGOq0p2PXrWJnWXSBFaC,31,0.332,0.237,8,-7.775,1,0.0289,0.653,6.74e-05,0.112,0.207,165.405,245533,3
83,Young Dolph,1 Scale (feat. G Herbo),5gmkw2031VVIboYqPIjSWB,77,0.878,0.635,6,-5.811,0,0.24,0.0289,0.0,0.276,0.331,135.035,176040,4
84,Kentomen,Year 2020,2wXYm7A2WwjjLkkzSIFS5j,0,0.554,0.833,7,-6.726,1,0.0442,0.00325,0.00185,0.0849,0.804,170.033,173029,4
85,Bad Bunny,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,85,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,170972,4
86,The Glitch Mob,Fortune Days - 2020 Remaster,5GWHujc41JAjaiH6gcCjgu,28,0.604,0.624,1,-9.847,0,0.0744,0.44,0.773,0.0754,0.2,105.001,380815,4
87,21 Savage,Runnin,5SWnsxjhdcEDc7LJjq9UHk,79,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4
88,Liberator World,Year 2020,72ou2l2Mr5YKNW83ua1zv1,0,0.506,0.762,6,-9.854,0,0.185,0.000586,0.861,0.291,0.662,171.943,108024,4
89,Ariana Grande,34+35,6Im9k8u9iIzKMrmV7BWtlF,84,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4
90,Papa Roach,The Ending - Remastered 2020,6t1OmNgczg0oaGbpfzHVLR,32,0.531,0.895,9,-4.38,0,0.0455,0.0918,2.57e-05,0.118,0.491,89.988,209829,4
91,Bad Bunny,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,89,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,175918,4
92,Papa Roach,American Dreams - Remastered 2020,6HLk3upJqJAmVNdMbnxT8g,32,0.585,0.894,7,-5.136,1,0.0507,0.00117,0.0,0.128,0.353,108.954,203119,4
93,Future,Drankin N Smokin,0k7wmahjkn389wAZdz19Cv,79,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,213520,4
94,Jai Wolf,Indian Summer - 2020 Encore Mix,60SJ6qZIetPNm1Q2IRGgRr,26,0.316,0.53,6,-8.129,1,0.0308,0.00323,3.25e-05,0.0811,0.0323,170.075,260807,4
95,Bad Bunny,DÁKITI,47EiUVwUp4C9fGccaPuUCS,85,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
96,The Glitch Mob,Animus Vox - 2020 Remaster,3L1iZJUXiAcUvDhIIi3KAq,28,0.679,0.523,10,-10.727,0,0.0414,0.15,0.673,0.506,0.399,100.033,402085,4
97,BTS,Dynamite,5QDLhrAOJJdNAmCTJ8xMyW,89,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
98,Papa Roach,Burn - Remastered 2020,1LRQROTy2wN5VO3V0VPbUc,30,0.447,0.981,7,-2.955,1,0.116,2.22e-05,0.00107,0.0717,0.397,91.013,205747,4
99,Brent Faiyaz,Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,79,0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,247080,4
100,Al Stewart,Year of the Cat - 2020 Remaster,0BPl2z35ItKYbpvGjyh3mU,29,0.534,0.558,4,-10.613,0,0.0338,0.0148,0.00722,0.05,0.502,116.671,403067,4
101,DJ Scheme,E-ER (feat. Lil Yachty),4N7i6RfJXMWfkx9Zr6pzkJ,78,0.952,0.29,8,-11.459,1,0.428,0.074,0.0,0.107,0.394,130.083,163385,4
102,The Glitch Mob,Bad Wings - 2020 Remaster,6kM8GtByUt4KYN9MqGpCis,27,0.483,0.69,7,-7.505,0,0.0471,0.0143,0.858,0.278,0.267,129.918,398192,4
103,Kane Brown,Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,79,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406,4
104,Brad Mehldau,VIII. yearning,2JLAr5J7fP4IsRtx9cLkWN,30,0.601,0.0455,0,-21.653,1,0.109,0.996,0.949,0.0924,0.0826,73.657,211000,1
105,Papa Roach,Kick In The Teeth - Remastered 2020,6hTXrvfe5fSIhAhMBznsau,30,0.341,0.988,2,-2.929,1,0.218,0.000118,5.94e-06,0.311,0.386,122.984,191453,4
106,G Herbo,PTSD,1C8ux1YWLMHCenYJFiIV4Z,78,0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01,232065,4
107,Papa Roach,Still Swingin’ - Remastered 2020,1WeeMb71Hld9X5Bmq9IQup,30,0.568,0.897,1,-6.001,1,0.0579,8.29e-05,6.69e-05,0.119,0.645,139.004,203293,4
108,Pop Smoke,Hello (feat. A Boogie Wit da Hoodie),2r6OAV3WsYtXuXjvJ1lIDi,82,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,190534,4
109,Papa Roach,Who Do You Trust? - Remastered 2020,7mal4BdvagTpiAh8TiDfyh,31,0.556,0.911,2,-4.006,1,0.0375,0.0221,7.35e-06,0.421,0.297,102.013,196480,4
110,1nonly,Stay With Me,2WYs5LxOZfEyURXu7V0O1a,84,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,141505,5
111,The Glitch Mob,Drive It Like You Stole It - 2020 Remaster,1h0LR3X6LD19canA3cHDCO,26,0.62,0.668,5,-9.337,0,0.0703,0.11,0.915,0.3,0.492,85.986,354464,4
112,Steve Lacy,Infrunami,0f8eRy9A0n6zXpKSHSCAEp,78,0.826,0.299,9,-7.721,1,0.0446,0.31,0.0952,0.0758,0.215,97.012,178328,4
113,Chilled Cat,Winter Night on New Years Eve,639pj50r7i2uFzZ4BJhk4y,27,0.709,0.261,8,-10.459,1,0.148,0.924,3.52e-05,0.15,0.558,134.425,158551,3
114,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,81,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,220488,4
115,Hammock,EveryWhen - Bonus Track,2HGeIYpOrU9u5UR9Z98mx9,30,0.195,0.473,9,-17.806,0,0.0777,0.917,0.94,0.14,0.0426,123.304,277199,5
116,Bad Bunny,Safaera,2DEZmgHKAvm41k4J3R2E9Y,84,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4
117,Ceschi,2020 BC,0N76b0XIfpTxCJGhAkteP0,22,0.582,0.392,4,-8.787,1,0.0442,0.733,4.73e-05,0.112,0.33,122.855,470732,3
118,Bad Bunny,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,85,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4
119,The Glitch Mob,A Dream Within A Dream - 2020 Remaster,2DW7QEmiAiumhYAQURtLAq,24,0.599,0.736,5,-10.191,0,0.0573,0.0741,0.821,0.673,0.156,119.971,321610,4
120,Jack Harlow,Already Best Friends (feat. Chris Brown),4RKJRRd4VJfZWiqQTYsleE,80,0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005,197031,4
121,The Glitch Mob,We Swarm - 2020 Remaster,0Hn5QyztsQH1iL8SCnJlJu,23,0.668,0.737,7,-9.066,1,0.0496,0.00344,0.771,0.362,0.404,115.018,352322,4
122,Bad Bunny,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,85,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,130014,4
123,015B,Random,1iLtDGfxRQS2aXkqGiSAvm,32,0.355,0.713,9,-5.169,1,0.0473,0.0495,1.97e-05,0.35,0.192,169.979,275882,4
124,Tame Impala,Borderline,5hM5arv9KDbCHS0k9uqwjr,81,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,237800,4
125,Ash,Girl from Mars - 2020 - Remaster,0xa3MnHMDD12gzZwdylcOY,28,0.168,0.746,9,-5.043,1,0.0443,0.00959,0.0,0.176,0.539,78.461,208480,4
126,The Kid LAROI,WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,83,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4
127,The Glitch Mob,"Starve The Ego, Feed The Soul - 2020 Remaster",6Cat51fsEsJ6rBx4tJJUof,23,0.386,0.515,9,-12.297,1,0.164,0.544,0.878,0.548,0.142,160.437,346268,4
128,Wiz Khalifa,The Thrill,4wqzOaLxiCRy2Et8tRyNSX,81,0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984,234334,4
129,The Glitch Mob,How To Be Eaten By A Woman - 2020 Remaster,5boDsGpqH3Tb8QqN6yA4im,24,0.302,0.482,0,-13.273,1,0.0555,0.358,0.853,0.238,0.0523,95.995,357968,4
130,Bruno Major,Nothing,2IAR0DziHCjSu16gR4ihvy,84,0.555,0.27,2,-15.892,1,0.0884,0.931,0.536,0.103,0.274,139.691,162797,3
131,New West,2020,2cMvGELrZVg8B832qg8QuG,31,0.619,0.298,0,-13.57,1,0.0318,0.822,0.0,0.131,0.29,91.814,164348,4
132,The Glitch Mob,Fistful of Silence - 2020 Remaster,5Ypzq28Nc4sx115bAvfeOt,22,0.461,0.736,10,-9.193,1,0.0539,0.0541,0.644,0.697,0.455,160.01,309055,4
133,Lil Baby,On Me,4Iedi94TIaB2GGb1nMB68v,77,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,135960,4
134,HammerFall,The Way of the Warrior - 2020 Remix,69Y63qrBE5tzG3CkTz8DpT,37,0.316,0.937,8,-5.967,1,0.114,6.73e-05,0.0,0.118,0.416,182.825,249676,3
135,Beach Bunny,Cloud 9,6vFsBXYczYsP0H3lgunZOm,81,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351,4
136,October,Time To Love - 2020 Remastered,7zKG0StPF7Xg60fzq9cGZ6,27,0.259,0.182,6,-26.28,0,0.0456,0.979,0.932,0.0887,0.338,140.914,235590,4
137,21 Savage,Rich Nigga Shit (feat. Young Thug),3ruoIF2UnoXdzK8mR61ebq,78,0.825,0.733,1,-5.625,0,0.0969,0.349,0.0,0.112,0.62,97.974,190331,4
138,Pepper Coyote,"No Conventions This Year, Pt. 1: January - June 2020",1zwsjBrauDmPshRxWE6hvm,20,0.394,0.463,2,-8.322,1,0.0342,0.533,0.0,0.0849,0.771,172.068,392509,3
139,Bad Bunny,La Difícil,6NfrH0ANGmgBXyxgV2PeXt,84,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,163084,4
140,Leaving Laurel,sometimes it’s scary…but it’s still you and me - Mixed,0eZPeiMttWBveKreWHLjhI,31,0.748,0.787,6,-6.613,1,0.067,0.00419,0.81,0.159,0.112,124.012,379464,4
141,Blxst,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,83,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,4
142,Soulwax,NY Lipps - Dries Van Noten 2020 Remix,3E3IUPXd3EovxCo5mcRQtW,31,0.781,0.713,10,-9.408,0,0.0531,0.00195,0.502,0.0857,0.0957,129.993,842311,4
143,Dua Lipa,Levitating,39LLxExYz6ewLAcYrzQQyP,86,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,4
144,NerdOut,The 2020 Gaming Rap Up,4GMWVLecuXC5AUl2yvNVwc,23,0.812,0.852,2,-4.069,1,0.177,0.12,0.0,0.31,0.466,125.006,294932,4
145,Money Man,24 (feat. Lil Baby),0xUvi7wldroBzaZCengPa5,78,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4
146,Hammock,One Another (2020),6vnYZfpFN3JthwtdnVpo6l,22,0.0617,0.311,2,-16.093,1,0.0471,0.833,0.98,0.191,0.0388,64.97,409815,4
147,Big Sean,Wolves (feat. Post Malone),33gwZOGJWEZ7dRWPqPxBEZ,80,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,199758,4
