,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
296,Above & Beyond,Reverie (Mixed) - Above & Beyond Club Mix,480kTu57MGkhmbncAKyaYi,24,0.508,0.889,6,-7.483,1,0.0761,5.17e-05,0.0119,0.601,0.498,128.011,82493,4
297,Grupo Firme,El Tóxico,7E9GeFGfjXw9LAI4ay6rsw,82,0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985,179746,4
298,GXD,Sail (Mixed),2fNhqbI5wDYyqiHcYc0GZD,24,0.505,0.855,6,-8.162,0,0.29,0.000139,0.404,0.531,0.365,132.037,58173,4
299,Jay Wheeler,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,85,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,219048,4
300,Matt Fax,Could This Be (Mixed),7oTw0wgfaNouT0pgYzNpZ7,24,0.321,0.968,1,-7.993,0,0.0788,0.000208,0.633,0.306,0.182,127.17,60467,4
301,Sara Kays,Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,79,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,227186,4
302,Armin van Buuren,I Need You To Know (Mixed),17EfGz0KhnCSBccqWa2oNh,23,0.292,0.747,6,-8.51,0,0.0691,0.000411,5.19e-06,0.404,0.558,129.588,44787,4
303,Ava Max,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,83,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,162399,4
304,Yotto,Another Riff For The Good Times - Mixed,0qvbTWuAHz8ZwqEGX6ONvF,24,0.752,0.771,10,-6.035,0,0.0505,0.0114,0.844,0.118,0.195,121.042,317168,4
305,The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),13EW51DKru044OJDJ9Bm8o,76,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,153147,4
306,Frequencerz,Stay Loud - Official Decibel outdoor 2020 Tribute,5wEFFkxdXINZEwoEgkhZ0k,34,0.29,0.831,8,-4.542,0,0.078,0.0113,0.0484,0.0943,0.116,159.965,291750,4
307,Lil Mosey,Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,77,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
308,Alexander Popov,Nothing Is Over (Mixed) - Roman Messer Remix,5FxAWuM1qc1MV5m1sGg26F,24,0.466,0.892,7,-8.217,1,0.414,0.000282,0.000133,0.802,0.436,135.083,85547,4
309,Megan Thee Stallion,Body,0A1hoCfMLkiAgvhWkkucJa,76,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,171067,4
310,Above & Beyond,Diving Out Of Love (Mixed),2a7WAcMrobuByUvHwCAFDV,24,0.552,0.787,1,-8.504,0,0.0283,0.0211,0.596,0.522,0.799,132.009,65492,4
311,Protoculture,Go (Mixed),7z0qcacB2xNawgBMwilsp3,24,0.488,0.947,0,-7.697,1,0.0564,0.000364,0.989,0.313,0.207,129.98,57227,4
312,Bad Bunny,Bichiyal,4j4w4CXm6BSr0s25wAWrrX,81,0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956,196500,4
313,Mark Sixma,Never Forgotten (Mixed),6FaYJGJprxFcEfgJWKX1S2,24,0.568,0.954,10,-7.758,0,0.0748,0.00197,0.32,0.107,0.287,131.959,72813,4
314,Cosmic Gate,The Launch (Mixed),6QjyYaDF4y0ZaAoSKRQWdc,23,0.406,0.957,1,-7.984,1,0.0689,0.000718,0.884,0.243,0.411,129.807,103760,4
315,YoungBoy Never Broke Again,Right Foot Creep,6FiySur7YZL0Kff2YVGsEB,75,0.725,0.79,3,-4.773,0,0.327,0.346,0.0,0.195,0.815,157.99,159086,4
316,Al Stewart,On the Border - 2020 Remaster,5vK1XZzwb5gHIhbKiEbAJf,19,0.494,0.765,6,-7.807,0,0.0322,0.102,4.13e-06,0.0787,0.641,98.359,203707,4
317,The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0DYNL4xbYWgNzppUamtyR4,77,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057,144860,4
318,The Cog is Dead,"Blood, Sweat and Tears (Remastered 2020)",4l2PsOfcoxznZYXR7QvnTc,15,0.566,0.764,9,-5.733,0,0.0345,0.0228,6.26e-06,0.0841,0.561,119.953,238916,3
319,Lil Eazzyy,Onna Come Up,0e4A9Fak1nJ7RtBD8YpoEo,77,0.796,0.426,1,-13.207,1,0.285,0.356,2.73e-05,0.0941,0.649,150.043,128014,4
320,Philanthrope,Plants,34P0h72r5IebPGGH76blf3,18,0.662,0.324,11,-18.517,1,0.0645,0.312,0.864,0.108,0.0393,80.053,127000,4
321,Eslabon Armado,Con Tus Besos,6WYB1odDfMPVMyp1QxFInT,76,0.681,0.664,6,-8.019,0,0.0353,0.335,0.0,0.0418,0.861,102.166,226821,3
322,ARTY,Who Am I (Mixed),1gVDOnfkdaPI6d6JkQUvNl,23,0.533,0.917,8,-8.368,0,0.0455,2.32e-05,0.92,0.246,0.604,132.038,41761,4
323,Saucy Santana,Material Girl,6nQ1B216Liiydhgn2gar0o,77,0.876,0.7,2,-7.137,1,0.282,0.0421,0.0,0.542,0.433,101.995,188966,4
324,Roman Messer,Dancing In The Dark (Mixed) - Alex M.O.R.P.H. Remix,2XasfevTT8oeReTshzt4Xv,23,0.483,0.953,11,-7.255,0,0.0757,2.22e-05,0.236,0.401,0.572,134.998,85333,4
325,SAINt JHN,Roses - Imanbek Remix,0zLCBJZSiELJf02ucPP9wb,71,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867,4
326,Ferry Corsten,Punk (Mixed) - Tom Staar Remix,4P9JXZOmZh8RENB3RGoubv,23,0.304,0.989,6,-6.873,1,0.0732,3.97e-06,0.99,0.368,0.487,132.02,45493,4
327,Bad Bunny,HACIENDO QUE ME AMAS,26QApq0cuO9brJigr0C0W4,82,0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,217769,4
328,Ferry Corsten,Our Moon (Mixed),7A51eehZ4TdEpUcDI63M6H,22,0.605,0.913,6,-8.522,0,0.0614,0.000298,0.0308,0.311,0.259,128.886,44440,4
329,Dustin Lynch,Thinking 'Bout You (feat. Lauren Alaina),6NebrV4ZigAoXIRbe11hxh,73,0.394,0.747,8,-4.446,1,0.0627,0.13,0.0,0.0747,0.776,203.918,170560,4
330,Super8 & Tab,Rooftops (Mixed) - Maarten de Jong Remix,6SF3QICKyvKLO4ap7BwahD,23,0.397,0.923,6,-6.725,0,0.036,1e-05,0.972,0.432,0.608,132.012,43641,4
331,Briston Maroney,Freakin' Out On the Interstate,0awZwmlC6pxH65KTZpadmX,74,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861,251906,4
332,Gareth Emery,You'll Be OK (Mixed),0WPH9dl0YaSn9tDhhUxCmX,23,0.525,0.878,6,-7.919,0,0.0467,0.0113,0.885,0.445,0.545,129.304,89000,4
333,Jack Harlow,Way Out (feat. Big Sean),57VeLYXrvNxe8Vs18K2M9W,75,0.945,0.582,11,-8.357,0,0.0719,0.114,0.0,0.103,0.907,108.025,168906,4
334,Armin van Buuren,Let The Music Guide You (ASOT 950 Anthem) [Mixed] - Beatsole Remix,5HluQkQ3fy3yXqoAvZFNcX,24,0.464,0.931,6,-8.677,0,0.274,0.00146,0.842,0.506,0.324,131.011,90093,4
335,Jhené Aiko,B.S. (feat. H.E.R.),63wx9vdskaXbYxyDx4oJCZ,74,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867,4
336,Workout Music ,Don't Start Now (Remix),1hvRlX91ePZGi8c5K4JdqL,21,0.781,0.754,0,-4.927,0,0.0904,0.00596,0.0667,0.0246,0.96,127.983,270000,4
337,Joel Corry,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,85,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4
338,October,Take You There - 2020 Remastered,4YwtnvMVlBWPmxXBfrLqKu,12,0.455,0.382,8,-17.674,1,0.0347,0.602,0.762,0.132,0.306,169.942,208361,4
339,Chris Stapleton,Starting Over,3K07bGe8iljQ3mOKArHLDo,73,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,4
340,Markus Schulz,Sunrise Over The Bay (Mixed),5tIBKsbfJoMaYmTvszbgS7,23,0.443,0.973,6,-5.972,0,0.0464,2.23e-05,0.96,0.18,0.494,131.271,87805,4
341,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",0ZLuW8uOXdFNWcI40C0OC2,76,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,4
342,Cosmic Gate,Your Mind (Mixed),0a0uD9J1NIr1Rjlr8m2mVR,23,0.478,0.872,6,-7.93,0,0.0566,3.82e-06,0.195,0.262,0.299,127.927,45013,4
343,Ava Max,Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI,83,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4
344,Ferry Corsten,Mo Chara (Mixed),3QJmLqrZKeUShtvtxshJQZ,23,0.519,0.945,6,-4.987,0,0.0407,2.72e-06,0.736,0.0959,0.701,132.002,58180,4
345,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,79,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,201600,4
346,Kasablanca,Alive (Mixed),38cYw4rSytP7hrS5MllyMK,22,0.582,0.922,11,-9.727,0,0.061,0.00292,0.547,0.254,0.372,127.709,37853,4
347,SoFaygo,Knock Knock,6aHoPULNO7pSL2ZfUY0bU8,77,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729,4
348,Lifelike,Discopolis 2.0 (Mixed) - MEDUZA Remix,2HVK3XXyE5AvvwQ6bo0WYG,23,0.516,0.951,6,-8.106,0,0.0558,0.000127,0.0572,0.409,0.132,127.978,44987,4
349,CORPSE,E-GIRLS ARE RUINING MY LIFE!,7bCfHiRcfUjG0YVVNUL7Ve,76,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,105176,4
350,Aviino,London Love Letters,2WLAiZ1atVTqBgDNJq8aTi,14,0.789,0.333,6,-15.016,1,0.108,0.91,0.869,0.0881,0.517,82.925,176125,4
351,Luke Combs,Cold As You,7IWV29mryrqtO0JVgnPtfv,73,0.598,0.846,6,-4.956,1,0.0355,0.0527,0.0,0.113,0.328,144.04,186107,4
352,Paul van Dyk,Covered In Gold (Mixed) - PvD Extended Club Mix,1QKGzdXiBhbJ1IjmZw7YXT,23,0.462,0.969,9,-7.781,1,0.0426,0.00043,0.449,0.115,0.255,134.782,70947,4
353,Kid Travis,Strawberry Skies,458EaCXcB9TRBoJEDVcdcr,76,0.65,0.462,11,-6.587,0,0.089,0.366,0.0,0.159,0.649,89.887,165333,4
354,Roger Shah,Take Me Back (Mixed),3ewBEP0gF3Z2N0ygJBt08H,23,0.428,0.927,6,-8.07,0,0.0429,5.27e-05,0.311,0.263,0.314,135.067,106653,4
355,Machine Gun Kelly,bloody valentine,6mADjHs6FXdroPzEGW6KVJ,77,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057,205159,4
356,Philippe El Sisi,The Phoenix (FSOE 650 Anthem) [Mixed],44RvSbN0KsreQP41JTnTda,23,0.466,0.983,7,-8.285,1,0.0586,3.04e-05,0.922,0.141,0.719,136.996,56053,4
357,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",2cX2coZS1PYBfPs8wgbdWE,79,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,196213,4
358,Armin van Buuren,This I Vow (Mixed),4Qj3qPRGxbHvs1hzHMJbEh,23,0.454,0.942,1,-6.365,1,0.036,0.00053,0.917,0.329,0.598,129.282,59413,4
359,Lil Tecca,Out Of Love (feat. Internet Money),0IJA9KP6rT55jrP1YpTdhx,76,0.732,0.636,7,-6.162,0,0.0497,0.0847,0.0,0.241,0.358,138.061,153627,4
360,Ciaran McAuley,Our Journey (TFSFX Anthem) [Mixed],1mvvfNIPRree8SzeKwop8s,22,0.365,0.999,11,-8.403,1,0.0948,5.48e-05,0.308,0.459,0.401,134.299,42893,4
361,SZA,Hit Different,7Bar1kLTmsRmH6FCKKMEyU,75,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4
362,James Dymond,What Have I Got To Lose (Mixed),1mJX0fmQYAX9anOR8UmGjR,22,0.503,0.978,9,-7.719,0,0.0575,8.94e-05,0.768,0.323,0.5,134.995,106667,4
363,Lil Durk,Still Trappin',1lw4FrPr3Y8R7Q1Mro2TMe,73,0.877,0.679,5,-4.969,0,0.355,0.0458,0.0,0.0987,0.624,144.93,172185,4
364,Hard Men Working Hard,E-Girls get the Bullet,73wGdmRY1dPNWQx2YqpUeh,14,0.728,0.548,7,-8.901,1,0.195,0.207,0.0,0.0631,0.499,180.053,220667,4
365,Dreamer Isioma,Sensitive,0oHEteATZnAZuA9dl1dXF3,75,0.601,0.649,7,-6.979,1,0.133,0.166,3.35e-05,0.165,0.351,89.73,174720,4
366,HammerFall,Living In Victory - 2020 Remix,7ixFbsGitdabVULP5AwZYM,24,0.497,0.968,1,-5.886,1,0.0643,4.32e-05,0.000118,0.101,0.451,137.971,282365,4
367,Doja Cat,Freak,3aA6xB0tOilDDX17fIJ0Bl,77,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,284480,3
368,Tinlicker,Children (Year in Review 2020),07GL1YxvvKZLtVn3JYkLSz,18,0.565,0.855,6,-11.558,1,0.04,0.00629,0.812,0.116,0.0383,126.216,205407,4
369,Tim McGraw,7500 OBO,7A4WmJcWx6KrVRfQ2CP8e7,73,0.528,0.718,7,-6.954,1,0.0337,0.1,0.0,0.304,0.51,155.759,221400,4
370,Florida Georgia Line,Lit This Year,2iKRHuowoeCtjsGe99ebdr,9,0.614,0.782,1,-4.925,1,0.0317,0.33,0.0,0.115,0.75,90.006,166024,4
371,Juice WRLD,Blood On My Jeans,0fCwrjKfWxF3xQhZrYUw4T,74,0.868,0.55,6,-6.417,1,0.226,0.183,0.0,0.109,0.464,117.943,154767,4
372,Bob Marley & The Wailers,"No Woman, No Cry - Live At Rainbow Theatre, London / 1977 / Remastered 2020",255t2dDBiw8jIVQILhMjew,17,0.484,0.577,0,-8.029,1,0.0368,0.198,9.09e-05,0.855,0.528,135.765,419418,4
373,Trey Lewis,Dicked Down in Dallas,1yhft6ZqYadd4GOrKrmK3a,72,0.51,0.929,6,-4.685,1,0.0456,0.0608,5.39e-06,0.101,0.438,122.036,201350,4
374,Jon Gurd,Lion - Mixed,0Qrm0M5RGAdZWEiVxG7MHS,19,0.571,0.965,0,-5.083,0,0.0465,0.396,0.212,0.194,0.339,129.763,288416,4
375,KillBunk,Chanel Bag,4d16JADh71pTeqx0vlHL69,77,0.77,0.614,11,-5.49,0,0.0816,0.0671,0.0,0.0873,0.698,115.012,158668,4
376,Moon Boots,Tied Up - Kenny Dope Remix (Mixed),0yLcHTqnrU2v8l0Tx3aSTy,17,0.69,0.943,5,-5.483,0,0.0527,0.0253,0.796,0.119,0.817,123.811,428198,4
377,Carly Pearce,I Hope You’re Happy Now,0Al3wN3keprGTSgG8NBwjr,72,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024,198689,4
378,Daisha McBride,2020 Interlude,6eUeb2ffg2i2p1Fqz2ogv1,10,0.778,0.631,6,-7.356,0,0.167,0.289,9.41e-06,0.101,0.651,142.02,122535,4
379,Polo G,Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy,74,0.776,0.64,7,-8.058,1,0.184,0.149,0.0,0.101,0.326,160.038,204000,4
380,Dj T.H.,Leonie (Mixed) - Beatsole Remix,58sdvF8byaqP0DZ3D6IN3M,22,0.46,0.934,0,-9.101,1,0.0906,4.7e-05,0.188,0.843,0.351,134.984,71080,4
381,Michael Ray,Whiskey And Rain,1tf4Bfk8JIKryLpWYRvyiI,71,0.653,0.623,8,-4.56,1,0.0244,0.508,3.32e-06,0.285,0.718,100.021,206507,4
382,Armin van Buuren,The Voice (Mixed),0avB9GZipXo1OaxKMsmWqH,23,0.516,0.977,11,-8.77,0,0.0521,0.000249,0.794,0.16,0.898,135.004,106667,3
383,Playboi Carti,Stop Breathing,2lLG56qpLP3UbcLuzMvkWX,75,0.856,0.57,9,-4.486,1,0.286,0.00637,0.0,0.0984,0.155,154.967,218943,4
384,Matys,Silent Waves (Mixed) - Vinny DeGeorge Remix,2tFVmk5lGliEqfULF9zPKG,21,0.47,0.988,1,-7.633,1,0.0436,1.65e-05,0.926,0.113,0.716,134.979,71107,4
385,Taylor Swift,willow,0lx2cLdOt3piJbcaXIV74f,80,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
386,Jase Thirlwall,Drowning (Mixed),1TXAEjWLLFR6XOsYWDAIG5,22,0.465,0.978,11,-8.329,0,0.0558,0.00122,0.921,0.308,0.759,134.98,85360,4
387,Juice WRLD,Man Of The Year,7AvprzMsRJpybaalckaT8c,74,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,136408,4
388,The Field Tapes,Through Trees,0metDT80ZWkezmprVEhtSU,13,0.578,0.354,2,-13.408,1,0.0305,0.635,0.87,0.0931,0.359,82.008,136993,4
389,Megan Thee Stallion,Cry Baby (feat. DaBaby),4aarlAfLKVCTxUDNgbwhjH,73,0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,130.058,137984,4
390,Rezident,Pure - Mixed,421ZVZqF2Ct7R5MqsJX3J8,19,0.55,0.709,8,-8.185,1,0.0415,0.0232,0.858,0.612,0.145,118.074,220575,4
391,Bad Bunny,TE DESEO LO MEJOR,23XjN1s3DZC8Q9ZwuorYY4,81,0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054,139576,4
392,Celebration Guns,Something About Hindsight in 2020,0uXFFKdPlR4WLr5D83q3ZT,7,0.438,0.885,11,-7.984,1,0.0432,0.063,0.366,0.115,0.581,134.483,164280,4
393,Billie Eilish,Therefore I Am,54bFM56PmE4YLRnqpW6Tha,79,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4
394,Al Stewart,Lord Grenville - 2020 Remaster,5ShnluQjkMkVJ18MFpJKrf,14,0.462,0.533,9,-9.138,1,0.0288,0.0328,0.0,0.0582,0.252,136.321,304160,4
395,All Time Low,Monsters (feat. blackbear),0tyR7Bu9P086aWBFZ4QJoo,75,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,174068,4
396,TobyMac,21 Years,4dxTzRlAhUt8Fxvt0lKfyo,9,0.707,0.672,7,-7.212,1,0.037,0.111,1.06e-06,0.138,0.258,101.011,243000,4
397,Marca MP,Recuerda,2BaBwcllqDMkoD9184xOxP,74,0.434,0.207,2,-11.805,0,0.035,0.877,8.01e-05,0.118,0.435,181.204,150413,3
398,HammerFall,Always Will Be - 2020 Remix,23iw1hSrTGnpFsBoiO8H9V,25,0.526,0.551,8,-7.73,0,0.0284,0.0333,0.0,0.0602,0.357,133.956,289053,4
399,The Weeknd,In Your Eyes,7szuecWAPwGoV1e5vGu8tl,81,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,4
400,Bogdan Vix,Stay (FYHYM2020),6qoYUScvvc6mE2Lt595TIR,12,0.462,0.968,8,-7.055,1,0.0919,0.000619,0.932,0.739,0.28,137.987,73000,4
401,Juice WRLD,Life's A Mess (feat. Halsey),5wWAwzGp2OaaoIkwcz6wZs,75,0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078,202193,4
402,Andrew Rayel,Never Going Down (Mixed) - Richard Durand Remix,7yfj980SINhVpTBiQjOh9Y,22,0.519,0.889,0,-9.434,1,0.16,0.000242,0.0183,0.604,0.38,135.021,78667,4
403,Bad Bunny,BOOKER T,26w9NTiE9NGjW1ZvIOd1So,81,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,156430,4
404,Aly & Fila,Wasteland (with James Dymond) [Mixed],5pjLKxr5RlnLI870TzeOCy,21,0.525,0.916,4,-9.085,0,0.13,0.00198,0.00377,0.43,0.605,135.0,85378,4
405,Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,4
406,Davey Asprey,Oblivion (Mixed),0ouOsV3aLbdVBJwcLFXEhF,21,0.409,0.994,6,-9.35,0,0.0618,0.000929,0.97,0.189,0.315,134.969,56893,4
407,Juice WRLD,Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,75,0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992,158033,4
408,Ciaran McAuley,Daring To Love (Mixed),5xkBuxk7FmxNCkwzsGqXC6,21,0.459,0.947,11,-9.195,0,0.0484,0.000511,0.0,0.578,0.554,134.947,85333,4
409,Bad Bunny,Vete,2n7ohqg1s68ToAHh4u9mcW,79,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4
410,Paul van Dyk,Awakening (Mixed),766pq0s5zRNShU2yTmnGGo,21,0.53,0.995,1,-8.082,1,0.0649,6.16e-05,0.661,0.376,0.702,135.026,70653,3
411,WizKid,Essence (feat. Tems),5FG7Tl93LdH117jEKYl3Cm,77,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,248040,4
412,Alessandra Roncone,What Makes You Feel Alive (Mixed),4QtlPS8UuKkBaATUVVn15a,22,0.372,0.99,9,-8.471,1,0.0623,9.47e-06,0.847,0.336,0.654,136.97,56053,4
413,Dominic Fike,Why,1xLs8Mu1QEVbGCpyHQ2r2U,74,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,139907,4
414,Robbie Seed,My Remedy (Mixed),6sJtKzKSvGCzjO6Ror5aPL,21,0.533,0.996,11,-8.745,0,0.0939,2.53e-05,0.119,0.596,0.238,135.071,113787,4
415,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF,74,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4
416,Armin van Buuren,A State Of Trance Year Mix 2020 (Mixed) - Road To 1000 - Outro,20SVXjKX2ieAWba04Y1ogp,16,0.33,0.728,0,-13.091,0,0.379,0.0514,0.0,0.68,0.258,73.378,61240,5
417,NLE Choppa,Walk Em Down (feat. Roddy Ricch),1Z0cZI0UzNbP9L8MzzGxqf,74,0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005,173288,4
418,Factor B,Bravo (Mixed),0KotSXVYLp98BWAEiWooSi,20,0.571,0.993,9,-8.446,0,0.0662,4.31e-05,0.99,0.327,0.453,134.997,42667,3
419,El Fantasma,Cabrón y Vago - En Vivo,4nbWX2HzrOEnX4xxvYRCyU,79,0.547,0.638,8,-2.99,1,0.124,0.697,0.0,0.074,0.876,176.277,142065,3
420,ReOrder,We Are The World (Mixed),7LELhHGoqG68qCtBy7cXYE,21,0.549,0.92,7,-8.488,1,0.0931,7.58e-05,0.52,0.72,0.551,134.977,85360,4
421,Yung Bleu,You’re Mines Still (feat. Drake),7E2C5rBLpCKwQlhJPVFBRS,75,0.575,0.609,5,-4.88,0,0.121,0.317,0.0,0.105,0.339,83.004,226220,4
422,Jorn Van Deynhoven,I Need Your Lovin' (Like The Sunshine) [Mixed],7wQDhSajsL9AqyWHDEvA1P,21,0.415,0.944,7,-9.087,1,0.0483,5.02e-05,0.773,0.242,0.793,134.986,110240,4
423,Bad Bunny,ANTES QUE SE ACABE,7kjEqI6eZ7YlFrGhxixnlN,80,0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988,221187,4
424,Ilan Bluestone,Hypnotized (Mixed),5ajOEE54ZCxW01j1jIsi9u,21,0.5,0.981,11,-8.093,0,0.095,0.000212,0.0272,0.608,0.517,135.002,92440,4
425,347aidan,Dancing in My Room,6Pgmqg15yVexuOgtzuxwoX,79,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993,180139,4
426,Brennan Heart,Born & Raised (feat. Enina) (Official I AM HARDSTYLE Anthem 2020),2keBgnJAWPBgQ3L2EzdysY,30,0.551,0.912,7,-4.25,1,0.0921,0.00697,3.98e-05,0.286,0.245,150.022,236811,4
427,Koe Wetzel,Drunk Driving,3ERb3f5nGNwRcNLNoN3KRg,71,0.326,0.621,0,-5.621,1,0.0347,0.0803,0.0,0.127,0.368,119.977,238211,4
428,Dye51\50,2020 Is Our Year...... Ahhh Fukk,1UpODh2VquSDeC4VNpJBrx,5,0.768,0.732,5,-8.8,0,0.173,0.0234,0.0,0.354,0.357,112.043,190714,4
429,Juice WRLD,Smile (with The Weeknd),6wQlQrTY5mVS8EGaFZVwVF,76,0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,196180,4
430,Aurosonic,Nothing Lasts (Mixed) - Progressive Mix,7IoN17iufwxAjLSMr08cpS,21,0.549,0.963,5,-4.411,1,0.056,0.00177,0.199,0.384,0.172,124.372,405987,4
431,Sleepy Hallow,Molly,3m49rgJQUz5GU07RWjf5SH,74,0.812,0.385,10,-9.676,0,0.416,0.787,0.0,0.103,0.742,133.993,164562,4
432,015B,Awake But Dreaming,3m8Q6wuTzcOlSUONZfvIL8,18,0.482,0.574,11,-5.315,1,0.166,0.429,0.0,0.104,0.562,100.022,203270,4
433,Taylor Swift,the 1,0Jlcvv8IykzHaSmj49uNW8,76,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,210252,4
434,Cristoph,Big H 2020 - Mixed,45Bq5hF3GurkNB9tzpibza,15,0.629,0.919,4,-6.595,0,0.0415,0.00313,0.834,0.203,0.176,124.881,369042,4
435,Brent Faiyaz,Fuck The World (Summer in London),2CzUlaKN1mvb0szagSR3ux,74,0.679,0.281,3,-15.506,0,0.184,0.873,0.00335,0.215,0.234,74.996,236704,4
436,Middle School,Casual,6TCjDj58R7IG3N4ahkeqEa,13,0.698,0.292,5,-15.394,1,0.0318,0.496,0.865,0.0864,0.0939,104.992,174597,4
437,Key Glock,Word on the Streets,3jhStgnHgwPGaSyhdHuT1Z,71,0.886,0.646,10,-7.288,0,0.328,0.0266,3.76e-05,0.0857,0.798,148.119,207600,4
438,Greg Sletteland,I Have a Dream (Deep House Dance Party Remix),1QD7KtRE3D1IUHhPsSRpz5,13,0.809,0.869,7,-7.856,1,0.0509,0.0119,0.837,0.0913,0.971,122.01,141640,4
439,Ava Max,My Head & My Heart,1KixkQVDUHggZMU9dUobgm,82,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4
440,Al Stewart,Broadway Hotel - 2020 Remaster,3mOoYmxYgtfuMxbcwFNq2Y,12,0.358,0.539,6,-8.334,0,0.0695,0.357,0.0,0.31,0.567,164.847,239453,3
